"Series";"Time";"Value"
"iot-devices.Temp1";"2019-07-31T23:30:00-07:00";69.26
"iot-devices.Temp1";"2019-08-01T00:00:00-07:00";68.63000000000001
"iot-devices.Temp1";"2019-08-01T00:30:00-07:00";68.48
"iot-devices.Temp1";"2019-08-01T01:00:00-07:00";68
"iot-devices.Temp1";"2019-08-01T01:30:00-07:00";67.42999999999999
"iot-devices.Temp1";"2019-08-01T02:00:00-07:00";68.03
"iot-devices.Temp1";"2019-08-01T02:30:00-07:00";67.96999999999998
"iot-devices.Temp1";"2019-08-01T03:00:00-07:00";66.77
"iot-devices.Temp1";"2019-08-01T03:30:00-07:00";65.60000000000001
"iot-devices.Temp1";"2019-08-01T04:00:00-07:00";65.14999999999999
"iot-devices.Temp1";"2019-08-01T04:30:00-07:00";64.43
"iot-devices.Temp1";"2019-08-01T05:00:00-07:00";64.04
"iot-devices.Temp1";"2019-08-01T05:30:00-07:00";63.53
"iot-devices.Temp1";"2019-08-01T06:00:00-07:00";63.35
"iot-devices.Temp1";"2019-08-01T06:30:00-07:00";63.98000000000001
"iot-devices.Temp1";"2019-08-01T07:00:00-07:00";64.4
"iot-devices.Temp1";"2019-08-01T07:30:00-07:00";67.28
"iot-devices.Temp1";"2019-08-01T08:00:00-07:00";71.11999999999999
"iot-devices.Temp1";"2019-08-01T08:30:00-07:00";73.7
"iot-devices.Temp1";"2019-08-01T09:00:00-07:00";75.77
"iot-devices.Temp1";"2019-08-01T09:30:00-07:00";77.99
"iot-devices.Temp1";"2019-08-01T10:00:00-07:00";79.94
"iot-devices.Temp1";"2019-08-01T10:30:00-07:00";81.8
"iot-devices.Temp1";"2019-08-01T11:00:00-07:00";83.93
"iot-devices.Temp1";"2019-08-01T11:30:00-07:00";86.09000000000002
"iot-devices.Temp1";"2019-08-01T12:00:00-07:00";87.83
"iot-devices.Temp1";"2019-08-01T12:30:00-07:00";89.12
"iot-devices.Temp1";"2019-08-01T13:00:00-07:00";90.32000000000001
"iot-devices.Temp1";"2019-08-01T13:30:00-07:00";91.28000000000002
"iot-devices.Temp1";"2019-08-01T14:00:00-07:00";91.76
"iot-devices.Temp1";"2019-08-01T14:30:00-07:00";92.53999999999998
"iot-devices.Temp1";"2019-08-01T15:00:00-07:00";93.53000000000002
"iot-devices.Temp1";"2019-08-01T15:30:00-07:00";93.86000000000001
"iot-devices.Temp1";"2019-08-01T16:00:00-07:00";93.08
"iot-devices.Temp1";"2019-08-01T16:30:00-07:00";92.51
"iot-devices.Temp1";"2019-08-01T17:00:00-07:00";91.73
"iot-devices.Temp1";"2019-08-01T17:30:00-07:00";90.58999999999999
"iot-devices.Temp1";"2019-08-01T18:00:00-07:00";89.14999999999999
"iot-devices.Temp1";"2019-08-01T18:30:00-07:00";87.17000000000002
"iot-devices.Temp1";"2019-08-01T19:00:00-07:00";84.74
"iot-devices.Temp1";"2019-08-01T19:30:00-07:00";81.77000000000001
"iot-devices.Temp1";"2019-08-01T20:00:00-07:00";78.17
"iot-devices.Temp1";"2019-08-01T20:30:00-07:00";75.74
"iot-devices.Temp1";"2019-08-01T21:00:00-07:00";73.52
"iot-devices.Temp1";"2019-08-01T21:30:00-07:00";72.05000000000001
"iot-devices.Temp1";"2019-08-01T22:00:00-07:00";70.91
"iot-devices.Temp1";"2019-08-01T22:30:00-07:00";69.52999999999999
"iot-devices.Temp1";"2019-08-01T23:00:00-07:00";69.17
"iot-devices.Temp1";"2019-08-01T23:30:00-07:00";68.54
"iot-devices.Temp1";"2019-08-02T00:00:00-07:00";67.97
"iot-devices.Temp1";"2019-08-02T00:30:00-07:00";66.74
"iot-devices.Temp1";"2019-08-02T01:00:00-07:00";65.45
"iot-devices.Temp1";"2019-08-02T01:30:00-07:00";65.36
"iot-devices.Temp1";"2019-08-02T02:00:00-07:00";64.73
"iot-devices.Temp1";"2019-08-02T02:30:00-07:00";64.31
"iot-devices.Temp1";"2019-08-02T03:00:00-07:00";64.16000000000001
"iot-devices.Temp1";"2019-08-02T03:30:00-07:00";63.74
"iot-devices.Temp1";"2019-08-02T04:00:00-07:00";63.10999999999999
"iot-devices.Temp1";"2019-08-02T04:30:00-07:00";62.21
"iot-devices.Temp1";"2019-08-02T05:00:00-07:00";61.85
"iot-devices.Temp1";"2019-08-02T05:30:00-07:00";61.49000000000001
"iot-devices.Temp1";"2019-08-02T06:00:00-07:00";61.550000000000004
"iot-devices.Temp1";"2019-08-02T06:30:00-07:00";62.21000000000001
"iot-devices.Temp1";"2019-08-02T07:00:00-07:00";63.068
"iot-devices.Temp1";"2019-08-02T07:30:00-07:00";65.408
"iot-devices.Temp1";"2019-08-02T08:00:00-07:00";68.71999999999998
"iot-devices.Temp1";"2019-08-02T08:30:00-07:00";71.66
"iot-devices.Temp1";"2019-08-02T09:00:00-07:00";74
"iot-devices.Temp1";"2019-08-02T09:30:00-07:00";76.07000000000001
"iot-devices.Temp1";"2019-08-02T10:00:00-07:00";77.92999999999999
"iot-devices.Temp1";"2019-08-02T10:30:00-07:00";79.73
"iot-devices.Temp1";"2019-08-02T11:00:00-07:00";81.92
"iot-devices.Temp1";"2019-08-02T11:30:00-07:00";83.69000000000001
"iot-devices.Temp1";"2019-08-02T12:00:00-07:00";85.46
"iot-devices.Temp1";"2019-08-02T12:30:00-07:00";86.83999999999999
"iot-devices.Temp1";"2019-08-02T13:00:00-07:00";87.95
"iot-devices.Temp1";"2019-08-02T13:30:00-07:00";89.09000000000002
"iot-devices.Temp1";"2019-08-02T14:00:00-07:00";90.25999999999999
"iot-devices.Temp1";"2019-08-02T14:30:00-07:00";91.31
"iot-devices.Temp1";"2019-08-02T15:00:00-07:00";92.14999999999999
"iot-devices.Temp1";"2019-08-02T15:30:00-07:00";92.65999999999998
"iot-devices.Temp1";"2019-08-02T16:00:00-07:00";92.65999999999998
"iot-devices.Temp1";"2019-08-02T16:30:00-07:00";92.36
"iot-devices.Temp1";"2019-08-02T17:00:00-07:00";91.79
"iot-devices.Temp1";"2019-08-02T17:30:00-07:00";91.13000000000001
"iot-devices.Temp1";"2019-08-02T18:00:00-07:00";89.69000000000001
"iot-devices.Temp1";"2019-08-02T18:30:00-07:00";88.07000000000001
"iot-devices.Temp1";"2019-08-02T19:00:00-07:00";85.94
"iot-devices.Temp1";"2019-08-02T19:30:00-07:00";83.05999999999999
"iot-devices.Temp1";"2019-08-02T20:00:00-07:00";80.66
"iot-devices.Temp1";"2019-08-02T20:30:00-07:00";78.86
"iot-devices.Temp1";"2019-08-02T21:00:00-07:00";76.79
"iot-devices.Temp1";"2019-08-02T21:30:00-07:00";75.77
"iot-devices.Temp1";"2019-08-02T22:00:00-07:00";74.3
"iot-devices.Temp1";"2019-08-02T22:30:00-07:00";72.58999999999999
"iot-devices.Temp1";"2019-08-02T23:00:00-07:00";72.05
"iot-devices.Temp1";"2019-08-02T23:30:00-07:00";71.54
"iot-devices.Temp1";"2019-08-03T00:00:00-07:00";70.91
"iot-devices.Temp1";"2019-08-03T00:30:00-07:00";69.98
"iot-devices.Temp1";"2019-08-03T01:00:00-07:00";69.59
"iot-devices.Temp1";"2019-08-03T01:30:00-07:00";69.11
"iot-devices.Temp1";"2019-08-03T02:00:00-07:00";69.14
"iot-devices.Temp1";"2019-08-03T02:30:00-07:00";68.27
"iot-devices.Temp1";"2019-08-03T03:00:00-07:00";68.12
"iot-devices.Temp1";"2019-08-03T03:30:00-07:00";67.07
"iot-devices.Temp1";"2019-08-03T04:00:00-07:00";65.51
"iot-devices.Temp1";"2019-08-03T04:30:00-07:00";64.67
"iot-devices.Temp1";"2019-08-03T05:00:00-07:00";64.04
"iot-devices.Temp1";"2019-08-03T05:30:00-07:00";63.379999999999995
"iot-devices.Temp1";"2019-08-03T06:00:00-07:00";63.56
"iot-devices.Temp1";"2019-08-03T06:30:00-07:00";64.97000000000001
"iot-devices.Temp1";"2019-08-03T07:00:00-07:00";66.26
"iot-devices.Temp1";"2019-08-03T07:30:00-07:00";67.73
"iot-devices.Temp1";"2019-08-03T08:00:00-07:00";71.87
"iot-devices.Temp1";"2019-08-03T08:30:00-07:00";74.39
"iot-devices.Temp1";"2019-08-03T09:00:00-07:00";76.7
"iot-devices.Temp1";"2019-08-03T09:30:00-07:00";79.46
"iot-devices.Temp1";"2019-08-03T10:00:00-07:00";81.71
"iot-devices.Temp1";"2019-08-03T10:30:00-07:00";83.48
"iot-devices.Temp1";"2019-08-03T11:00:00-07:00";85.30999999999999
"iot-devices.Temp1";"2019-08-03T11:30:00-07:00";87.38
"iot-devices.Temp1";"2019-08-03T12:00:00-07:00";89.708
"iot-devices.Temp1";"2019-08-03T12:30:00-07:00";91.04
"iot-devices.Temp1";"2019-08-03T13:00:00-07:00";92.77999999999999
"iot-devices.Temp1";"2019-08-03T13:30:00-07:00";93.83
"iot-devices.Temp1";"2019-08-03T14:00:00-07:00";94.79
"iot-devices.Temp1";"2019-08-03T14:30:00-07:00";96.14
"iot-devices.Temp1";"2019-08-03T15:00:00-07:00";96.62
"iot-devices.Temp1";"2019-08-03T15:30:00-07:00";97.13
"iot-devices.Temp1";"2019-08-03T16:00:00-07:00";96.58999999999999
"iot-devices.Temp1";"2019-08-03T16:30:00-07:00";96.83
"iot-devices.Temp1";"2019-08-03T17:00:00-07:00";96.02
"iot-devices.Temp1";"2019-08-03T17:30:00-07:00";94.90999999999998
"iot-devices.Temp1";"2019-08-03T18:00:00-07:00";93.89
"iot-devices.Temp1";"2019-08-03T18:30:00-07:00";91.94
"iot-devices.Temp1";"2019-08-03T19:00:00-07:00";89.3
"iot-devices.Temp1";"2019-08-03T19:30:00-07:00";86.14999999999999
"iot-devices.Temp1";"2019-08-03T20:00:00-07:00";83.42
"iot-devices.Temp1";"2019-08-03T20:30:00-07:00";81.02
"iot-devices.Temp1";"2019-08-03T21:00:00-07:00";79.36999999999999
"iot-devices.Temp1";"2019-08-03T21:30:00-07:00";78.14
"iot-devices.Temp1";"2019-08-03T22:00:00-07:00";76.82
"iot-devices.Temp1";"2019-08-03T22:30:00-07:00";75.58999999999999
"iot-devices.Temp1";"2019-08-03T23:00:00-07:00";74.14999999999999
"iot-devices.Temp1";"2019-08-03T23:30:00-07:00";72.89
"iot-devices.Temp1";"2019-08-04T00:00:00-07:00";73.34000000000002
"iot-devices.Temp1";"2019-08-04T00:30:00-07:00";73.25000000000001
"iot-devices.Temp1";"2019-08-04T01:00:00-07:00";72.53
"iot-devices.Temp1";"2019-08-04T01:30:00-07:00";72.62
"iot-devices.Temp1";"2019-08-04T02:00:00-07:00";71.99
"iot-devices.Temp1";"2019-08-04T02:30:00-07:00";71.36
"iot-devices.Temp1";"2019-08-04T03:00:00-07:00";70.85
"iot-devices.Temp1";"2019-08-04T03:30:00-07:00";69.89
