"Series";"Time";"Value"
"iot-devices.Temp1";"2019-09-30T23:30:00-07:00";51.44
"iot-devices.Temp1";"2019-10-01T00:00:00-07:00";51.11000000000001
"iot-devices.Temp1";"2019-10-01T00:30:00-07:00";51.02
"iot-devices.Temp1";"2019-10-01T01:00:00-07:00";50.18000000000001
"iot-devices.Temp1";"2019-10-01T01:30:00-07:00";49.31
"iot-devices.Temp1";"2019-10-01T02:00:00-07:00";49.028000000000006
"iot-devices.Temp1";"2019-10-01T02:30:00-07:00";48.53
"iot-devices.Temp1";"2019-10-01T03:00:00-07:00";48.650000000000006
"iot-devices.Temp1";"2019-10-01T03:30:00-07:00";48.349999999999994
"iot-devices.Temp1";"2019-10-01T04:00:00-07:00";47.96
"iot-devices.Temp1";"2019-10-01T04:30:00-07:00";48.169999999999995
"iot-devices.Temp1";"2019-10-01T05:00:00-07:00";48.199999999999996
"iot-devices.Temp1";"2019-10-01T05:30:00-07:00";47.57
"iot-devices.Temp1";"2019-10-01T06:00:00-07:00";46.78999999999999
"iot-devices.Temp1";"2019-10-01T06:30:00-07:00";45.74
"iot-devices.Temp1";"2019-10-01T07:00:00-07:00";45.88999999999999
"iot-devices.Temp1";"2019-10-01T07:30:00-07:00";46.91
"iot-devices.Temp1";"2019-10-01T08:00:00-07:00";49.19
"iot-devices.Temp1";"2019-10-01T08:30:00-07:00";53.21000000000001
"iot-devices.Temp1";"2019-10-01T09:00:00-07:00";56.57
"iot-devices.Temp1";"2019-10-01T09:30:00-07:00";59.53999999999999
"iot-devices.Temp1";"2019-10-01T10:00:00-07:00";61.85
"iot-devices.Temp1";"2019-10-01T10:30:00-07:00";62.99000000000001
"iot-devices.Temp1";"2019-10-01T11:00:00-07:00";64.82000000000001
"iot-devices.Temp1";"2019-10-01T11:30:00-07:00";66.05
"iot-devices.Temp1";"2019-10-01T12:00:00-07:00";67.94000000000001
"iot-devices.Temp1";"2019-10-01T12:30:00-07:00";69.32
"iot-devices.Temp1";"2019-10-01T13:00:00-07:00";70.34
"iot-devices.Temp1";"2019-10-01T13:30:00-07:00";71.50999999999999
"iot-devices.Temp1";"2019-10-01T14:00:00-07:00";72.14
"iot-devices.Temp1";"2019-10-01T14:30:00-07:00";72.47
"iot-devices.Temp1";"2019-10-01T15:00:00-07:00";73.88
"iot-devices.Temp1";"2019-10-01T15:30:00-07:00";74.86999999999999
"iot-devices.Temp1";"2019-10-01T16:00:00-07:00";77.03
"iot-devices.Temp1";"2019-10-01T16:30:00-07:00";77.87
"iot-devices.Temp1";"2019-10-01T17:00:00-07:00";77.33
"iot-devices.Temp1";"2019-10-01T17:30:00-07:00";76.46
"iot-devices.Temp1";"2019-10-01T18:00:00-07:00";74.42
"iot-devices.Temp1";"2019-10-01T18:30:00-07:00";70.58
"iot-devices.Temp1";"2019-10-01T19:00:00-07:00";67.37
"iot-devices.Temp1";"2019-10-01T19:30:00-07:00";64.34
"iot-devices.Temp1";"2019-10-01T20:00:00-07:00";62.03000000000001
"iot-devices.Temp1";"2019-10-01T20:30:00-07:00";59.9
"iot-devices.Temp1";"2019-10-01T21:00:00-07:00";57.98000000000001
"iot-devices.Temp1";"2019-10-01T21:30:00-07:00";57.26
"iot-devices.Temp1";"2019-10-01T22:00:00-07:00";56.93
"iot-devices.Temp1";"2019-10-01T22:30:00-07:00";54.98
"iot-devices.Temp1";"2019-10-01T23:00:00-07:00";54.02
"iot-devices.Temp1";"2019-10-01T23:30:00-07:00";52.669999999999995
"iot-devices.Temp1";"2019-10-02T00:00:00-07:00";52.46
"iot-devices.Temp1";"2019-10-02T00:30:00-07:00";51.529999999999994
"iot-devices.Temp1";"2019-10-02T01:00:00-07:00";51.89000000000001
"iot-devices.Temp1";"2019-10-02T01:30:00-07:00";52.04
"iot-devices.Temp1";"2019-10-02T02:00:00-07:00";51.35
"iot-devices.Temp1";"2019-10-02T02:30:00-07:00";50.03
"iot-devices.Temp1";"2019-10-02T03:00:00-07:00";50.419999999999995
"iot-devices.Temp1";"2019-10-02T03:30:00-07:00";49.73
"iot-devices.Temp1";"2019-10-02T04:00:00-07:00";48.85999999999999
"iot-devices.Temp1";"2019-10-02T04:30:00-07:00";48.13999999999999
"iot-devices.Temp1";"2019-10-02T05:00:00-07:00";47.78
"iot-devices.Temp1";"2019-10-02T05:30:00-07:00";46.94
"iot-devices.Temp1";"2019-10-02T06:00:00-07:00";46.81999999999999
"iot-devices.Temp1";"2019-10-02T06:30:00-07:00";46.97
"iot-devices.Temp1";"2019-10-02T07:00:00-07:00";47.69
"iot-devices.Temp1";"2019-10-02T07:30:00-07:00";48.620000000000005
"iot-devices.Temp1";"2019-10-02T08:00:00-07:00";52.28
"iot-devices.Temp1";"2019-10-02T08:30:00-07:00";56.18000000000001
"iot-devices.Temp1";"2019-10-02T09:00:00-07:00";59.96
"iot-devices.Temp1";"2019-10-02T09:30:00-07:00";63.73999999999999
"iot-devices.Temp1";"2019-10-02T10:00:00-07:00";64.97
