"Series";"Time";"Value"
"iot-devices.Temp1";"2019-08-31T23:30:00-07:00";68.72
"iot-devices.Temp1";"2019-09-01T00:00:00-07:00";68.08999999999999
"iot-devices.Temp1";"2019-09-01T00:30:00-07:00";66.92
"iot-devices.Temp1";"2019-09-01T01:00:00-07:00";66.07999999999998
"iot-devices.Temp1";"2019-09-01T01:30:00-07:00";65.77999999999999
"iot-devices.Temp1";"2019-09-01T02:00:00-07:00";65.51
"iot-devices.Temp1";"2019-09-01T02:30:00-07:00";65.21000000000001
"iot-devices.Temp1";"2019-09-01T03:00:00-07:00";65.21
"iot-devices.Temp1";"2019-09-01T03:30:00-07:00";64.85
"iot-devices.Temp1";"2019-09-01T04:00:00-07:00";64.55
"iot-devices.Temp1";"2019-09-01T04:30:00-07:00";63.89000000000001
"iot-devices.Temp1";"2019-09-01T05:00:00-07:00";63.080000000000005
"iot-devices.Temp1";"2019-09-01T05:30:00-07:00";61.73
"iot-devices.Temp1";"2019-09-01T06:00:00-07:00";61.54999999999999
"iot-devices.Temp1";"2019-09-01T06:30:00-07:00";61.940000000000005
"iot-devices.Temp1";"2019-09-01T07:00:00-07:00";68.33
"iot-devices.Temp1";"2019-09-01T07:30:00-07:00";76.64
"iot-devices.Temp1";"2019-09-01T08:00:00-07:00";76.49000000000001
"iot-devices.Temp1";"2019-09-01T08:30:00-07:00";80.36
"iot-devices.Temp1";"2019-09-01T09:00:00-07:00";85.31
"iot-devices.Temp1";"2019-09-01T09:30:00-07:00";89.03000000000002
"iot-devices.Temp1";"2019-09-01T10:00:00-07:00";91.55
"iot-devices.Temp1";"2019-09-01T10:30:00-07:00";93.98
"iot-devices.Temp1";"2019-09-01T11:00:00-07:00";96.80000000000001
"iot-devices.Temp1";"2019-09-01T11:30:00-07:00";99.08
"iot-devices.Temp1";"2019-09-01T12:00:00-07:00";101.36
"iot-devices.Temp1";"2019-09-01T12:30:00-07:00";103.33999999999999
"iot-devices.Temp1";"2019-09-01T13:00:00-07:00";105.35000000000001
"iot-devices.Temp1";"2019-09-01T13:30:00-07:00";106.73
"iot-devices.Temp1";"2019-09-01T14:00:00-07:00";106.81999999999998
"iot-devices.Temp1";"2019-09-01T14:30:00-07:00";107.36000000000001
"iot-devices.Temp1";"2019-09-01T15:00:00-07:00";106.82
"iot-devices.Temp1";"2019-09-01T15:30:00-07:00";106.10000000000001
"iot-devices.Temp1";"2019-09-01T16:00:00-07:00";105.56
"iot-devices.Temp1";"2019-09-01T16:30:00-07:00";104.26999999999998
