processed_timestamp,testPen,testFans,controlPen,virtualFans,dP
2019-08-29 14:15:00,3077.0,3426.3333333333335,17273.333333333332,20327.666666666668,54.16666666666424
2019-08-29 14:30:00,3307.8333333333335,3616.5,17232.333333333332,20327.666666666668,-41.0
2019-08-29 14:45:00,3982.5,4263.0,17134.166666666668,20327.666666666668,-98.16666666666424
2019-08-29 15:00:00,4586.666666666667,4551.666666666667,17155.333333333332,20327.666666666668,21.16666666666424
2019-08-29 15:15:00,5100.166666666667,5131.666666666667,17299.0,20327.666666666668,143.66666666666788
2019-08-29 15:30:00,5731.5,5584.833333333333,17165.666666666668,20327.666666666668,-133.33333333333212
2019-08-29 15:45:00,6387.833333333333,6290.333333333333,17104.833333333332,20327.666666666668,-60.83333333333576
2019-08-29 16:00:00,7573.833333333333,7075.166666666667,17246.833333333332,20327.666666666668,142.0
2019-08-29 16:15:00,8036.666666666667,7835.333333333333,17206.166666666668,20327.666666666668,-40.66666666666424
2019-08-29 16:30:00,9239.666666666666,8645.666666666666,17253.5,20327.666666666668,47.33333333333212
2019-08-29 16:45:00,9758.333333333334,9818.0,17185.0,20327.666666666668,-68.5
2019-08-29 17:00:00,11319.166666666666,10868.833333333334,17236.333333333332,20327.666666666668,51.33333333333212
2019-08-29 17:15:00,12702.166666666666,12033.333333333334,17144.333333333332,20327.666666666668,-92.0
2019-08-29 17:30:00,13306.166666666666,13230.5,17166.166666666668,20327.666666666668,21.83333333333576
2019-08-29 17:45:00,14970.333333333334,14548.0,17100.166666666668,20327.666666666668,-66.0
2019-08-29 18:00:00,9928.833333333334,15765.0,17127.833333333332,20327.666666666668,27.66666666666424
2019-08-29 18:15:00,9763.666666666666,16974.833333333332,17099.5,20327.666666666668,-28.33333333333212
2019-08-29 18:30:00,10991.666666666666,18025.333333333332,17124.333333333332,20327.666666666668,24.83333333333212
2019-08-29 18:45:00,11963.333333333334,18895.5,17264.666666666668,20327.666666666668,140.33333333333576
2019-08-29 19:00:00,12701.5,19456.833333333332,17399.333333333332,20327.666666666668,134.66666666666424
2019-08-29 19:15:00,13219.0,19892.166666666668,17489.833333333332,20327.666666666668,90.5
2019-08-29 19:30:00,13588.0,20136.5,17547.666666666668,20327.666666666668,57.83333333333576
2019-08-29 19:45:00,13413.166666666666,20229.5,17621.666666666668,20327.666666666668,74.0
2019-08-29 20:00:00,13527.833333333334,20289.833333333332,17609.333333333332,20327.666666666668,-12.333333333335759
2019-08-29 20:15:00,13359.333333333334,20272.833333333332,17478.666666666668,20327.666666666668,-130.66666666666424
2019-08-29 20:30:00,13354.333333333334,20327.666666666668,17559.666666666668,20327.666666666668,81.0
2019-08-29 20:45:00,13441.5,20252.0,17440.5,20327.666666666668,-119.16666666666788
2019-08-29 21:00:00,14188.666666666666,19364.666666666668,16741.166666666668,20327.666666666668,-699.3333333333321
2019-08-29 21:15:00,1016.3333333333334,1.1666666666666667,0.0,0.0,-16741.166666666668
2019-08-29 21:30:00,351.6666666666667,1.0,0.0,0.0,0.0
2019-08-29 21:45:00,423.6666666666667,1.1666666666666667,0.0,0.0,0.0
2019-08-29 22:00:00,3718.1666666666665,1.0,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666
2019-08-29 22:15:00,4531.0,1.1666666666666667,-0.5,-0.5,-0.33333333333333337
2019-08-29 22:30:00,4426.5,1.0,-0.8333333333333334,-0.8333333333333334,-0.33333333333333337
2019-08-29 22:45:00,4333.833333333333,1.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.5
2019-08-29 23:00:00,4449.0,1.0,-0.5,-0.5,-0.16666666666666669
2019-08-29 23:15:00,4545.166666666667,1.1666666666666667,-0.3333333333333333,-0.3333333333333333,0.16666666666666669
2019-08-29 23:30:00,4510.166666666667,1.1666666666666667,-0.16666666666666666,-0.16666666666666666,0.16666666666666666
2019-08-29 23:45:00,4546.166666666667,1.1666666666666667,-0.16666666666666666,-0.16666666666666666,0.0
