"Date & Time","Usage [kW]","Generation [kW]","L1 Voltage [V]","L2 Voltage [V]","POWER [kW]","POWER* [kVA]","POWER-FACTOR []","LIGHTS [A]","MICROWAVE [A]","KITCHEN1 [A]","DRYER [A]","HEATING1 [A]","RANGE2 [A]","BATHROOM [A]","WASHER [A]","AC [A]","DISHWASHER [A]","MAINS1 [A]","MAINS2 [A]"
2019-12-05 14:03:00,-0.133833333,-0.000000000,122.630755825,122.918305838,-0.133833333,0.233566667,0.572150027,1.181983389,0.146833340,0.148150007,0.151950007,0.145750007,0.179433342,0.142583340,0.144516674,0.145483340,0.141233340,1.332416730,0.569050027
2019-12-05 14:02:00,-0.135116667,-0.000000000,122.609889157,122.876805836,-0.135116667,0.234683333,0.575650027,1.185266723,0.149183340,0.148500007,0.150500007,0.145683340,0.177166675,0.142733340,0.145733340,0.146200007,0.141866673,1.335116730,0.576100027
2019-12-05 14:01:00,-0.136366667,-0.000000000,122.583339156,122.926205839,-0.136366667,0.234416667,0.579816694,1.164716722,0.146850007,0.181883342,0.151650007,0.146083340,0.178600008,0.142833340,0.144833340,0.144050007,0.142400007,1.313666729,0.594983362
2019-12-05 14:00:00,-0.236866667,-0.000000000,122.468239150,123.095805847,-0.236866667,0.291983333,0.811250039,1.187050056,0.146866674,0.887066709,0.151150007,0.147633340,0.177300008,0.141883340,0.145816674,0.144150007,0.140500007,1.336966730,1.040466716
2019-12-05 13:59:00,-0.237266667,-0.000000000,122.449105816,123.038039177,-0.237266667,0.292016667,0.812483372,1.187200056,0.146250007,0.887483375,0.149333340,0.145816674,0.178550008,0.142916673,0.144183340,0.145466674,0.140733340,1.336633397,1.041633383
2019-12-05 13:58:00,-0.241516667,-0.000000000,122.544222487,122.928372505,-0.241516667,0.295516667,0.817250039,1.217850058,0.148600007,0.891083376,0.150133340,0.146966674,0.177866675,0.143866673,0.143066673,0.146750007,0.140366673,1.364583398,1.042783383
2019-12-05 13:57:00,-0.243650000,-0.000000000,122.562405821,122.885605837,-0.243650000,0.297750000,0.818366706,1.235000059,0.146933340,0.892800042,0.150633340,0.148466674,0.178266675,0.143100007,0.142933340,0.146550007,0.140966673,1.379333399,1.046250050
2019-12-05 13:56:00,-0.244500000,-0.000000000,122.485372484,122.937972506,-0.244500000,0.298316667,0.819633372,1.232150059,0.146316674,0.895100043,0.151316674,0.146566674,0.177400008,0.143150007,0.144250007,0.144900007,0.141616673,1.384483399,1.045950050
2019-12-05 13:55:00,-0.232050000,-0.000000000,122.598605823,122.884122503,-0.232050000,0.287966667,0.805383372,1.143783388,0.146583340,0.896000043,0.151800007,0.148016674,0.177383342,0.142466673,0.144800007,0.144533340,0.142900007,1.298300062,1.047616716
2019-12-05 13:54:00,-0.237650000,-0.000000000,122.553422488,122.880605837,-0.237650000,0.292483333,0.812333372,1.183283390,0.147750007,0.899633376,0.151250007,0.146016674,0.176883342,0.143816673,0.144933340,0.145216674,0.140933340,1.332883397,1.050050050
2019-12-05 13:53:00,-0.244066667,-0.000000000,122.515772486,123.062955845,-0.244066667,0.298633333,0.817300039,1.228883392,0.146983340,0.903866710,0.148966674,0.147016674,0.177450008,0.143166673,0.142966673,0.148100007,0.142266673,1.376133399,1.055283383
2019-12-05 13:52:00,-0.245133333,-0.000000000,122.496605818,122.926722505,-0.245133333,0.299250000,0.819250039,1.240766726,0.148016674,0.904733376,0.149700007,0.144500007,0.177000008,0.141700007,0.143250007,0.145516674,0.141000007,1.380683399,1.057500050
2019-12-05 13:51:00,-0.243366667,-0.000000000,122.546722487,122.814622500,-0.243366667,0.296333333,0.821316706,1.213900058,0.146916674,0.908650043,0.151350007,0.147933340,0.177150008,0.142200007,0.144333340,0.145916674,0.140883340,1.359700065,1.055566717
2019-12-05 13:50:00,-0.244050000,-0.000000000,122.543155820,122.784005832,-0.244050000,0.297283333,0.821033372,1.221333391,0.147100007,0.911833377,0.151800007,0.146650007,0.179633342,0.142850007,0.143733340,0.145950007,0.141966673,1.363116731,1.059916717
2019-12-05 13:49:00,-0.229616667,-0.000000000,122.568172488,122.839272501,-0.229616667,0.286100000,0.802166705,1.110233386,0.148966674,0.915683377,0.151316674,0.145083340,0.178233342,0.141850007,0.145383340,0.144366674,0.142316673,1.266133393,1.065333384
2019-12-05 13:48:00,-0.239266667,-0.000000000,122.624139158,122.833172501,-0.239266667,0.294183333,0.813000039,1.176650056,0.147033340,0.919233377,0.151750007,0.145850007,0.176683342,0.143300007,0.144533340,0.145183340,0.141300007,1.329533396,1.067250051
2019-12-05 13:47:00,-0.239300000,-0.000000000,122.584155822,122.965355841,-0.239300000,0.293466667,0.815400039,1.166366722,0.147266674,0.923233377,0.150683340,0.146216674,0.178250008,0.143066673,0.144866674,0.145966674,0.141100007,1.316983396,1.073050051
2019-12-05 13:46:00,-0.233750000,-0.000000000,122.537605820,123.119005848,-0.233750000,0.289016667,0.808450038,1.121550053,0.146683340,0.928033377,0.152100007,0.146383340,0.177750008,0.143050007,0.144600007,0.146466674,0.140900007,1.277233394,1.075250051
2019-12-05 13:45:00,-0.218300000,-0.000000000,122.484622484,123.073139179,-0.218300000,0.277516667,0.786633371,1.011050048,0.146100007,0.934050044,0.151650007,0.147066674,0.176766675,0.141283340,0.145366674,0.143200007,0.140966673,1.177933389,1.082183385
2019-12-05 13:44:00,-0.218416667,-0.000000000,122.529489153,122.912355838,-0.218416667,0.276583333,0.789766704,1.007666715,0.147816674,0.937016711,0.148033340,0.144516674,0.176750008,0.143466673,0.144466674,0.146066674,0.141850007,1.170350056,1.083250051
2019-12-05 13:43:00,-0.219500000,-0.000000000,122.551572488,122.832722501,-0.219500000,0.277300000,0.791600038,1.004750048,0.145350007,0.943183378,0.149366674,0.147150007,0.178016675,0.141916673,0.143066673,0.145516674,0.140400007,1.168416722,1.091616719
2019-12-05 13:42:00,-0.220500000,-0.000000000,122.604139157,122.734822496,-0.220500000,0.279050000,0.790216704,1.006516714,0.147066674,0.945983378,0.150733340,0.146233340,0.177766675,0.143700007,0.144300007,0.147550007,0.142233340,1.180433389,1.094416719
2019-12-05 13:41:00,-0.220466667,-0.000000000,122.545305821,122.827605834,-0.220466667,0.279100000,0.789983371,1.016050048,0.146416674,0.949600045,0.151000007,0.146516674,0.177683342,0.142533340,0.144716674,0.145583340,0.142050007,1.178100056,1.096600052
2019-12-05 13:40:00,-0.226000000,-0.000000000,122.488789151,122.712889162,-0.226000000,0.281850000,0.801466705,1.043383383,0.146316674,0.951700045,0.150383340,0.146533340,0.177250008,0.142616673,0.143216673,0.144883340,0.139733340,1.202533390,1.096350052
2019-12-05 13:39:00,-0.246400000,-0.000000000,122.535222487,122.708239162,-0.246400000,0.300000000,0.821400039,1.200683390,0.145983340,0.953000045,0.151583341,0.147433340,0.177766675,0.141783340,0.144550007,0.146350007,0.140733340,1.347950064,1.098383386
2019-12-05 13:38:00,-0.254283333,-0.000000000,122.474505817,122.652555826,-0.254283333,0.308466667,0.824233372,1.214950058,0.146766674,1.024033382,0.152016674,0.146650007,0.177650008,0.142833340,0.143366673,0.144950007,0.140216673,1.358733398,1.157916722
2019-12-05 13:37:00,-0.183533333,-0.000000000,122.397589147,122.783772499,-0.183533333,0.276516667,0.641866697,1.202550057,0.145683340,0.560750027,0.151366674,0.146983340,0.177133342,0.143350007,0.143033340,0.146916674,0.141366673,1.351616731,0.903833376
2019-12-05 13:36:00,-0.130550000,-0.000000000,122.484422484,122.509239152,-0.130550000,0.229700000,0.568500027,1.153916721,0.146316674,0.148866674,0.150283340,0.144583340,0.177716675,0.142700007,0.143483340,0.145683340,0.140416673,1.302516729,0.572650027
2019-12-05 13:35:00,-0.134050000,-0.000000000,122.511689152,122.306989143,-0.134050000,0.234816667,0.570750027,1.191100057,0.145983340,0.147333340,0.150066674,0.144616674,0.178400008,0.142633340,0.144450007,0.145166674,0.141566673,1.341850064,0.577116694
2019-12-05 13:34:00,-0.131766667,-0.000000000,122.486839151,122.616205824,-0.131766667,0.230633333,0.571433360,1.154116721,0.145333340,0.147016674,0.150700007,0.146750007,0.178383342,0.142866673,0.143550007,0.145450007,0.141216673,1.306766729,0.574916694
2019-12-05 13:33:00,-0.130516667,-0.000000000,122.520572486,122.714505829,-0.130516667,0.229550000,0.568683360,1.145516721,0.146466674,0.147316674,0.150166674,0.147350007,0.177583342,0.141916673,0.143600007,0.146700007,0.140716673,1.298150062,0.573433361
2019-12-05 13:32:00,-0.132233333,-0.000000000,122.471839150,122.765122498,-0.132233333,0.232583333,0.568783360,1.166616722,0.146816674,0.147316674,0.151466674,0.145883340,0.176700008,0.142100007,0.144383340,0.146350007,0.141733340,1.316983396,0.578833361
2019-12-05 13:31:00,-0.138800000,-0.000000000,122.394022480,122.709572495,-0.138800000,0.237900000,0.583500028,1.220600058,0.145666674,0.147850007,0.150850007,0.146650007,0.178650008,0.142350007,0.145416674,0.146116674,0.143066673,1.366433398,0.573866694
2019-12-05 13:30:00,-0.140550000,-0.000000000,122.291989142,122.719055829,-0.140550000,0.237200000,0.592633361,1.213000058,0.146516674,0.147866674,0.149550007,0.146083340,0.178133342,0.143166673,0.144866674,0.145933340,0.142066673,1.360333398,0.574450027
2019-12-05 13:29:00,-0.135300000,-0.000000000,122.290455808,122.644172492,-0.135300000,0.235233333,0.574783361,1.198016724,0.147000007,0.146683340,0.151800007,0.144650007,0.175183342,0.143450007,0.143983340,0.146283340,0.141166673,1.346150064,0.573533361
2019-12-05 13:28:00,-0.134716667,-0.000000000,122.355739145,122.685789161,-0.134716667,0.234333333,0.573516694,1.183983390,0.147683340,0.148383340,0.149216674,0.147066674,0.177550008,0.141683340,0.145833340,0.145800007,0.141450007,1.336850063,0.574666694
2019-12-05 13:27:00,-0.126166667,-0.000000000,122.325689143,122.670422493,-0.126166667,0.226133333,0.557050026,1.117433386,0.148116674,0.147166674,0.150550007,0.145666674,0.177700008,0.142216673,0.143900007,0.146816674,0.141516673,1.269600060,0.575350027
2019-12-05 13:26:00,-0.120266667,-0.000000000,122.312422476,122.624155824,-0.120266667,0.222983333,0.537350026,1.086500052,0.147833340,0.148783340,0.151583341,0.146600007,0.177550008,0.143616673,0.144566674,0.145433340,0.140583340,1.244316726,0.575450027
2019-12-05 13:25:00,-0.127550000,-0.000000000,122.308189143,122.757205831,-0.127550000,0.228083333,0.557933360,1.130083387,0.146633340,0.148233340,0.151083341,0.146816674,0.178533342,0.140800007,0.144050007,0.145000007,0.141200007,1.284866728,0.575300027
2019-12-05 13:24:00,-0.131183333,-0.000000000,122.234772473,122.615472491,-0.131183333,0.230750000,0.568600027,1.156350055,0.146833340,0.147400007,0.150100007,0.146400007,0.176650008,0.141583340,0.143566673,0.145383340,0.140383340,1.308783395,0.574900027
2019-12-05 13:23:00,-0.133583333,-0.000000000,122.176289136,122.618822491,-0.133583333,0.232266667,0.575150027,1.166350055,0.145800007,0.147800007,0.151083341,0.145350007,0.176466675,0.141400007,0.144850007,0.145566674,0.142866673,1.319183396,0.576983361
2019-12-05 13:22:00,-0.136133333,-0.000000000,122.035539130,122.594605823,-0.136133333,0.235500000,0.578033361,1.201816724,0.146800007,0.147983340,0.151716674,0.145600007,0.175433342,0.143200007,0.144550007,0.144900007,0.140933340,1.349000064,0.574650027
2019-12-05 13:21:00,-0.139366667,-0.000000000,121.981255794,122.719305829,-0.139366667,0.237233333,0.587583361,1.217566724,0.146633340,0.147133340,0.151616674,0.146083340,0.176833342,0.141900007,0.144300007,0.145183340,0.142383340,1.364066731,0.572516694
2019-12-05 13:20:00,-0.141733333,-0.000000000,122.017822462,122.607872490,-0.141733333,0.238833333,0.593483362,1.232933392,0.147833340,0.145783340,0.151483341,0.146783340,0.176683342,0.143716673,0.143466673,0.145033340,0.142283340,1.377250065,0.573650027
2019-12-05 13:19:00,-0.140650000,-0.000000000,122.244189140,122.445739149,-0.140650000,0.238350000,0.590233361,1.233916725,0.146933340,0.146683340,0.149550007,0.147450007,0.177916675,0.144300007,0.144550007,0.145916674,0.143833340,1.380383399,0.567133360
2019-12-05 13:18:00,-0.140800000,-0.000000000,122.242072473,122.482172484,-0.140800000,0.238966667,0.589383361,1.231283392,0.147550007,0.146600007,0.150400007,0.146266674,0.177550008,0.144350007,0.142700007,0.144016674,0.140483340,1.377283399,0.574883361
2019-12-05 13:17:00,-0.134966667,-0.000000000,122.252639140,122.482072484,-0.134966667,0.234183333,0.576350027,1.190916723,0.145800007,0.147683340,0.149383340,0.146766674,0.176400008,0.143266673,0.143666673,0.146833340,0.142633340,1.340766730,0.572366694
2019-12-05 13:16:00,-0.138716667,-0.000000000,122.182372470,122.559689155,-0.138716667,0.237366667,0.584366694,1.216183391,0.147650007,0.147700007,0.149983340,0.146000007,0.177666675,0.143150007,0.144283340,0.146866674,0.142716673,1.363583398,0.574883361
2019-12-05 13:15:00,-0.139133333,-0.000000000,122.164072469,122.540772487,-0.139133333,0.237633333,0.585516694,1.217483391,0.146933340,0.147566674,0.150666674,0.146216674,0.176783342,0.143450007,0.143616673,0.146050007,0.142683340,1.367516732,0.573400027
2019-12-05 13:14:00,-0.140616667,-0.000000000,122.211622471,122.571605822,-0.140616667,0.237733333,0.591566695,1.223933391,0.147066674,0.146766674,0.151716674,0.145600007,0.177250008,0.143200007,0.144716674,0.146116674,0.141633340,1.370983398,0.570416694
2019-12-05 13:13:00,-0.134583333,-0.000000000,122.237355806,122.634705825,-0.134583333,0.234383333,0.574333361,1.186866723,0.146966674,0.145950007,0.150433340,0.145266674,0.178016675,0.142683340,0.145283340,0.145950007,0.143083340,1.338933397,0.574116694
2019-12-05 13:12:00,-0.138400000,-0.000000000,122.342155811,122.620872491,-0.138400000,0.234500000,0.590283361,1.201633390,0.145683340,0.147383340,0.150500007,0.146283340,0.178083342,0.142883340,0.144350007,0.144533340,0.142866673,1.348583397,0.565116694
2019-12-05 13:11:00,-0.137350000,-0.000000000,122.260172474,122.566139155,-0.137350000,0.235250000,0.583766694,1.200233390,0.147166674,0.147200007,0.149033340,0.145500007,0.177933342,0.142466673,0.143733340,0.144366674,0.142700007,1.350783397,0.570083360
2019-12-05 13:10:00,-0.130633333,-0.000000000,122.247222473,122.739039163,-0.130633333,0.230383333,0.566800027,1.159233388,0.145933340,0.147916674,0.149983340,0.145750007,0.176916675,0.142700007,0.145483340,0.145150007,0.141950007,1.307566729,0.571583360
2019-12-05 13:09:00,-0.139116667,-0.000000000,122.299822476,122.757805831,-0.139116667,0.236816667,0.587533361,1.214000058,0.146100007,0.148233340,0.151633341,0.146300007,0.177183342,0.142950007,0.144650007,0.145250007,0.142366673,1.359166731,0.572183361
2019-12-05 13:08:00,-0.141650000,-0.000000000,122.478505817,122.704355828,-0.141650000,0.240200000,0.589850028,1.237066725,0.146816674,0.146533340,0.151266674,0.145416674,0.177400008,0.141433340,0.143500007,0.145300007,0.141883340,1.384433399,0.574133361
2019-12-05 13:07:00,-0.134966667,-0.000000000,122.472589150,122.728355829,-0.134966667,0.234400000,0.575700027,1.182916723,0.146416674,0.147416674,0.151233341,0.147100007,0.178283342,0.142833340,0.144450007,0.145883340,0.143116673,1.330300063,0.580816694
2019-12-05 13:06:00,-0.132633333,-0.000000000,122.461855817,122.653005826,-0.132633333,0.232483333,0.569766694,1.164683389,0.145066674,0.147316674,0.150716674,0.145066674,0.178916675,0.141450007,0.143816673,0.146066674,0.141116673,1.317283396,0.579050028
2019-12-05 13:05:00,-0.112700000,-0.000000000,122.442955816,122.656872493,-0.112700000,0.216216667,0.520400025,1.018583382,0.147250007,0.146566674,0.150700007,0.147150007,0.177550008,0.143083340,0.144983340,0.144900007,0.143100007,1.185233390,0.578450027
2019-12-05 13:04:00,-0.102083333,-0.000000000,122.423205815,122.614422491,-0.102083333,0.207633333,0.491650023,0.946616712,0.145666674,0.147850007,0.150800007,0.145066674,0.176466675,0.142383340,0.144666674,0.145466674,0.142466673,1.117333386,0.577000027
2019-12-05 13:03:00,-0.112300000,-0.000000000,122.462855817,122.760889164,-0.112300000,0.215550000,0.516233358,1.005216714,0.147616674,0.181400009,0.151633341,0.146150007,0.176933342,0.142300007,0.144050007,0.144900007,0.142450007,1.166616722,0.590666695
2019-12-05 13:02:00,-0.236700000,-0.000000000,122.433355815,122.758455831,-0.236700000,0.292633333,0.808583372,1.197583390,0.145983340,0.888216709,0.151116674,0.144816674,0.178933342,0.142733340,0.144250007,0.146750007,0.141133340,1.346583397,1.039983383
2019-12-05 13:01:00,-0.243933333,-0.000000000,122.546322487,122.698205828,-0.243933333,0.297150000,0.820983372,1.232400059,0.147683340,0.890800042,0.150000007,0.144800007,0.178266675,0.143900007,0.144333340,0.145433340,0.143350007,1.378383399,1.044583383
2019-12-05 13:00:00,-0.240000000,-0.000000000,122.612405824,122.740655830,-0.240000000,0.294183333,0.815866705,1.198966724,0.146683340,0.891616709,0.149566674,0.145000007,0.177533342,0.142866673,0.144116674,0.146083340,0.141383340,1.351000064,1.047033383
2019-12-05 12:59:00,-0.245066667,-0.000000000,122.575155822,122.703305828,-0.245066667,0.298100000,0.822133372,1.233933392,0.147433340,0.894033376,0.152800007,0.146233340,0.176550008,0.143083340,0.143366673,0.146233340,0.141483340,1.381866732,1.048550050
2019-12-05 12:58:00,-0.241683333,-0.000000000,122.490172485,122.724389162,-0.241683333,0.296650000,0.814766705,1.226350058,0.145233340,0.896233376,0.149933340,0.145666674,0.178750008,0.141250007,0.144250007,0.145766674,0.141333340,1.370216732,1.048933383
2019-12-05 12:57:00,-0.243300000,-0.000000000,122.465205817,122.726355829,-0.243300000,0.296650000,0.820200039,1.221516725,0.147666674,0.899450043,0.150700007,0.147266674,0.177333342,0.143350007,0.143283340,0.145516674,0.140616673,1.369833398,1.049566717
2019-12-05 12:56:00,-0.242600000,-0.000000000,122.474755817,122.713622495,-0.242600000,0.296833333,0.817366705,1.221300058,0.147500007,0.902383376,0.150850007,0.146433340,0.177850008,0.143883340,0.144333340,0.146000007,0.141933340,1.369350065,1.051716717
2019-12-05 12:55:00,-0.242066667,-0.000000000,122.467022484,122.657755826,-0.242066667,0.296050000,0.817616706,1.211000058,0.145850007,0.905066710,0.149783340,0.145850007,0.176850008,0.143033340,0.144883340,0.144516674,0.141316673,1.359850065,1.055466717
2019-12-05 12:54:00,-0.239066667,-0.000000000,122.598439156,122.564555822,-0.239066667,0.293933333,0.813383372,1.190416723,0.147216674,0.907266710,0.150733340,0.146466674,0.177466675,0.143033340,0.145100007,0.145150007,0.141750007,1.339933397,1.058116717
2019-12-05 12:53:00,-0.239433333,-0.000000000,122.663755826,122.478255817,-0.239433333,0.292700000,0.817816706,1.180400056,0.147266674,0.910433377,0.151366674,0.146083340,0.178283342,0.143200007,0.145700007,0.145850007,0.141650007,1.333633397,1.054650050
2019-12-05 12:52:00,-0.245950000,-0.000000000,122.695805828,122.368022479,-0.245950000,0.298366667,0.824350039,1.231983392,0.146166674,0.912866710,0.150433340,0.146583340,0.178133342,0.141816673,0.143766673,0.145316674,0.141666673,1.375450065,1.059950050
2019-12-05 12:51:00,-0.246550000,-0.000000000,122.675722493,122.231939139,-0.246550000,0.299000000,0.824633373,1.231333392,0.145733340,0.916266710,0.152100007,0.147033340,0.177516675,0.142516673,0.144933340,0.145416674,0.140900007,1.377550065,1.064633384
2019-12-05 12:50:00,-0.244716667,-0.000000000,122.675389160,122.201472471,-0.244716667,0.298100000,0.821000039,1.216283391,0.145366674,0.922016710,0.151633341,0.145500007,0.178650008,0.142650007,0.144600007,0.146133340,0.140400007,1.363650065,1.071666718
2019-12-05 12:49:00,-0.245500000,-0.000000000,122.615422491,122.176805803,-0.245500000,0.299483333,0.819750039,1.224700058,0.146400007,0.925833377,0.149800007,0.145450007,0.178150008,0.143550007,0.144500007,0.145900007,0.142166673,1.372016732,1.075366718
2019-12-05 12:48:00,-0.246783333,-0.000000000,122.594789156,122.283989142,-0.246783333,0.299916667,0.822900039,1.220816725,0.147633340,0.930200044,0.152433341,0.145600007,0.177366675,0.141866673,0.144883340,0.145866674,0.142483340,1.370383398,1.079316718
2019-12-05 12:47:00,-0.246816667,-0.000000000,122.583439156,122.355755812,-0.246816667,0.299716667,0.823466706,1.215950058,0.147116674,0.934616711,0.151250007,0.147166674,0.177700008,0.144033340,0.144066674,0.144683340,0.141250007,1.364400065,1.083100051
2019-12-05 12:46:00,-0.245233333,-0.000000000,122.539955820,122.357872478,-0.245233333,0.299733333,0.818116706,1.213333391,0.147633340,0.938866711,0.151233341,0.146316674,0.177250008,0.141900007,0.144883340,0.144900007,0.141783340,1.358300065,1.089733385
2019-12-05 12:45:00,-0.249166667,-0.000000000,122.467139150,122.444389149,-0.249166667,0.301683333,0.825983373,1.226583392,0.148866674,0.945783378,0.150783340,0.146600007,0.177750008,0.140950007,0.145183340,0.145833340,0.140283340,1.372050065,1.091383385
2019-12-05 12:44:00,-0.238800000,-0.000000000,122.430555815,122.723422496,-0.238800000,0.294016667,0.811800039,1.148133388,0.147200007,0.949333378,0.151683341,0.145566674,0.179300009,0.144066674,0.145383340,0.147583340,0.141300007,1.303933395,1.094650052
2019-12-05 12:43:00,-0.236333333,-0.000000000,122.464439150,122.932222506,-0.236333333,0.291383333,0.810700039,1.124250053,0.146916674,0.952266712,0.152450007,0.145050007,0.177016675,0.143466673,0.143616673,0.145683340,0.142000007,1.280716727,1.093933385
2019-12-05 12:42:00,-0.227066667,-0.000000000,122.421222481,122.851622502,-0.227066667,0.283233333,0.801716705,1.047900050,0.146350007,0.953383379,0.150233340,0.145900007,0.178416675,0.143166673,0.145016674,0.147033340,0.141750007,1.211400058,1.097883385
2019-12-05 12:41:00,-0.228433333,-0.000000000,122.364672479,122.683939161,-0.228433333,0.285216667,0.800633371,1.056400050,0.146366674,0.968066713,0.152216674,0.146400007,0.178466675,0.142850007,0.143683340,0.145050007,0.141400007,1.216750058,1.111033386
2019-12-05 12:40:00,-0.239750000,-0.000000000,122.380039146,122.729189163,-0.239750000,0.311900000,0.768033370,1.132900054,0.146500007,1.067000051,0.151133341,0.145483340,0.178183342,0.141716673,0.142716673,0.145750007,0.140350007,1.287500061,1.258000060
2019-12-05 12:39:00,-0.132150000,-0.000000000,122.377522479,122.881172503,-0.132150000,0.230883333,0.572283361,1.155933388,0.146083340,0.148550007,0.152216674,0.146766674,0.178433342,0.142100007,0.142933340,0.144116674,0.142900007,1.308350062,0.573000027
2019-12-05 12:38:00,-0.123216667,-0.000000000,122.411455814,122.885405837,-0.123216667,0.226266667,0.544650026,1.114100053,0.149083340,0.147000007,0.150866674,0.147450007,0.178316675,0.143300007,0.144233340,0.144966674,0.140916673,1.270233394,0.573133361
2019-12-05 12:37:00,-0.123366667,-0.000000000,122.431372482,122.907705838,-0.123366667,0.223200000,0.552583360,1.085166718,0.146100007,0.146800007,0.151483341,0.146533340,0.177533342,0.143250007,0.144783340,0.146250007,0.141716673,1.244033392,0.574150027
2019-12-05 12:36:00,-0.120566667,-0.000000000,122.464205817,122.954605840,-0.120566667,0.223066667,0.540550026,1.083883385,0.146683340,0.146316674,0.150400007,0.145283340,0.175216675,0.142250007,0.144200007,0.144750007,0.140883340,1.241733392,0.574800027
2019-12-05 12:35:00,-0.123850000,-0.000000000,122.455139150,122.894672504,-0.123850000,0.224566667,0.551450026,1.091400052,0.147316674,0.146550007,0.149383340,0.147250007,0.177033342,0.141383340,0.145566674,0.147150007,0.141566673,1.251766726,0.577616694
2019-12-05 12:34:00,-0.125050000,-0.000000000,122.459739150,122.767405831,-0.125050000,0.224950000,0.555066693,1.105750053,0.146900007,0.147433340,0.151016674,0.146533340,0.178166675,0.142383340,0.144983340,0.144733340,0.140333340,1.261116727,0.572766694
2019-12-05 12:33:00,-0.135600000,-0.000000000,122.514905819,122.759855831,-0.135600000,0.235616667,0.575483361,1.203883391,0.147016674,0.147333340,0.149650007,0.147083340,0.176900008,0.142450007,0.144533340,0.145566674,0.142466673,1.349516731,0.570883360
2019-12-05 12:32:00,-0.126083333,-0.000000000,122.548622487,122.880605837,-0.126083333,0.228783333,0.550033359,1.133233387,0.147033340,0.147433340,0.149300007,0.147500007,0.177700008,0.142583340,0.144416674,0.145000007,0.143633340,1.285333394,0.578200027
2019-12-05 12:31:00,-0.113083333,-0.000000000,122.537705820,122.928405839,-0.113083333,0.216883333,0.521633358,1.024933382,0.146366674,0.147350007,0.150600007,0.146866674,0.177816675,0.144166674,0.142866673,0.146016674,0.142216673,1.189566723,0.576483361
2019-12-05 12:30:00,-0.112933333,-0.000000000,122.540839154,122.864489169,-0.112933333,0.215683333,0.523833358,1.014683382,0.147366674,0.146883340,0.149183340,0.146650007,0.179133342,0.144733340,0.146016674,0.146016674,0.142016673,1.177566723,0.579533361
2019-12-05 12:29:00,-0.113183333,-0.000000000,122.668639160,122.896939171,-0.113183333,0.214383333,0.528166692,1.007600048,0.146650007,0.148383340,0.150883340,0.147650007,0.177233342,0.142400007,0.144900007,0.144466674,0.143083340,1.172766722,0.572766694
2019-12-05 12:28:00,-0.113083333,-0.000000000,122.687622494,122.821372500,-0.113083333,0.215850000,0.524000025,1.021716715,0.147500007,0.145766674,0.152783341,0.144766674,0.177450008,0.141950007,0.145066674,0.145633340,0.141050007,1.186850056,0.571083360
2019-12-05 12:27:00,-0.113116667,-0.000000000,122.674072493,122.869939169,-0.113116667,0.216116667,0.523483358,1.021283382,0.147166674,0.148616674,0.151100007,0.146933340,0.176900008,0.142100007,0.143650007,0.145750007,0.140533340,1.186250056,0.573466694
2019-12-05 12:26:00,-0.113433333,-0.000000000,122.706105828,122.947772506,-0.113433333,0.216666667,0.523666692,1.021866715,0.146083340,0.147900007,0.150500007,0.145583340,0.178450008,0.142616673,0.143550007,0.147500007,0.141783340,1.189383390,0.574200027
2019-12-05 12:25:00,-0.113366667,-0.000000000,122.731605829,122.913305838,-0.113366667,0.215900000,0.525266692,1.020266715,0.146666674,0.148833340,0.151316674,0.146616674,0.177216675,0.141216673,0.144183340,0.146883340,0.140950007,1.181733389,0.575500027
2019-12-05 12:24:00,-0.114000000,-0.000000000,122.827205834,122.913705838,-0.114000000,0.216450000,0.526783358,1.028416716,0.146900007,0.147283340,0.150833340,0.146350007,0.177266675,0.142533340,0.143333340,0.147100007,0.140633340,1.192783390,0.568766694
2019-12-05 12:23:00,-0.116750000,-0.000000000,122.808622500,122.896472504,-0.116750000,0.218533333,0.534316692,1.042966716,0.146216674,0.146383340,0.149683340,0.146066674,0.177250008,0.143416673,0.144350007,0.144866674,0.141550007,1.208133391,0.570583360
2019-12-05 12:22:00,-0.113466667,-0.000000000,122.647189159,122.968155841,-0.113466667,0.216233333,0.524916692,1.022183382,0.147833340,0.147133340,0.151083341,0.147050007,0.176550008,0.143966674,0.145150007,0.145533340,0.142950007,1.185950056,0.573883361
2019-12-05 12:21:00,-0.112933333,-0.000000000,122.721405829,123.051105845,-0.112933333,0.215900000,0.523316692,1.017966715,0.146533340,0.147800007,0.151883341,0.145783340,0.177300008,0.143016673,0.143850007,0.144916674,0.141883340,1.185266723,0.570733360
2019-12-05 12:20:00,-0.113500000,-0.000000000,122.733755830,123.121989181,-0.113500000,0.216983333,0.523233358,1.020516715,0.147450007,0.146933340,0.151766674,0.147783340,0.177866675,0.141133340,0.143216673,0.146133340,0.141866673,1.186450056,0.577733361
2019-12-05 12:19:00,-0.112966667,-0.000000000,122.734505830,123.107739181,-0.112966667,0.215950000,0.523250025,1.020483382,0.148100007,0.148150007,0.151483341,0.146700007,0.178300008,0.143283340,0.143950007,0.145433340,0.141650007,1.182550056,0.573316694
2019-12-05 12:18:00,-0.113600000,-0.000000000,122.780539165,123.080389179,-0.113600000,0.217183333,0.523300025,1.023316715,0.146650007,0.147283340,0.153533341,0.146383340,0.178433342,0.142650007,0.143000007,0.146650007,0.142866673,1.193166723,0.572700027
