reg(W)
9.495
9.42
-6.51
-28.38
-65.01
-107.355
-149.685
-196.68
-245.46
-294.225
-343.005
-391.785
-440.565
-489.33
-524.19
-553.935
-583.665
-602.76
-617.73
-632.7
-647.655
-651.585
-651.39
-651.21
-636.81
-617.055
-597.285
-577.53
-557.76
-538.005
-518.235
-490.86
-460.575
-430.305
-400.02
-391.59
-373.38
-348.51
-323.655
-298.8
-279.465
-262.23
-241.725
-219.975
-202.86
-187.5
-172.155
-156.795
-141.435
-117.96
-91.515
-65.055
-38.61
-12.15
14.31
40.755
67.215
98.955
132.63
166.32
199.995
235.02
270.555
306.09
341.61
365.43
384.87
404.31
423.735
439.215
453.24
467.25
481.26
495.27
517.8
543.51
569.205
594.9
631.59
672.42
713.25
742.68
773.46
816.225
858.09
899.625
941.16
991.05
1044.135
1097.235
1150.335
1203.42
1242.21
1275.63
1309.05
1336.425
1361.52
1386.615
1411.695
1436.79
1461.885
1486.98
1493.67
1493.415
1493.175
1492.92
1492.68
1492.425
1492.185
1491.93
1491.69
1491.435
1491.18
1490.94
1490.685
1490.445
1490.19
1489.95
1479.105
1464.36
1449.615
1427.115
1401.735
1376.37
1351.005
1325.625
1300.26
1274.895
1249.515
1224.15
1199.1
1174.185
1149.27
1124.355
1099.44
1074.525
1049.61
1024.695
999.78
974.865
949.95
924.495
898.83
873.18
847.515
821.85
796.2
778.845
764.61
750.39
736.17
721.935
707.715
699.06
692.55
686.04
679.53
673.02
666.525
660.015
653.505
653.595
656.205
658.8
661.41
664.02
666.63
669.225
670.02
670.14
670.26
670.365
670.485
670.59
670.71
670.815
670.935
681.225
695.265
709.305
723.345
741.39
760.995
780.6
800.22
819.825
830.22
837.165
844.11
851.07
858.015
864.96
871.905
878.85
885.795
886.335
884.445
882.54
871.05
855.96
840.885
819.06
794.73
770.385
746.055
721.725
697.395
673.05
648.72
633.075
620.64
608.205
599.25
591.645
584.055
576.45
566.895
556.575
546.255
535.935
535.2
537.99
558.705
586.29
613.89
648.285
685.185
722.085
759
795.9
832.8
869.7
906.6
942.885
978.945
1015.005
1051.065
1087.125
1123.185
1159.245
1185.495
1207.995
1230.495
1252.995
1275.495
1297.995
1320.495
1342.995
1365.495
1376.52
1383.255
1390.005
1382.205
1368.945
1355.685
1333.425
1307.82
1282.2
1256.595
1220.46
1180.23
1140.015
1099.8
1056.27
1011.54
966.825
922.095
877.365
832.635
796.62
763.98
731.355
712.44
698.685
697.095
700.14
736.515
785.34
834.165
847.65
892.755
955.035
1025.625
1099.275
1204.125
1263
1299.99
1336.995
1361.58
1381.395
1401.195
1420.995
1431.885
1439.46
1447.035
1454.625
1462.2
1469.775
1477.365
1480.545
1482.075
1483.59
1485.105
1486.635
1488.15
1489.665
1491.195
1492.71
1494.24
1495.755
1497.27
1497.69
1497.69
1497.69
1497.69
1497.69
1497.675
1497.675
1497.675
1497.675
1497.675
1497.675
1497.675
1497.66
1497.66
1497.66
1497.66
1497.66
1497.66
1497.66
1497.645
1497.645
1497.645
1497.645
1497.645
1497.645
1497.645
1497.63
1497.63
1497.63
1497.63
1497.63
1497.63
1497.63
1497.615
1497.615
1497.615
1497.615
1497.615
1497.615
1497.6
1497.6
1497.6
1497.6
1497.6
1497.6
1497.6
1497.585
1497.585
1497.585
1497.585
1497.585
1497.585
1497.585
1497.57
1497.57
1497.57
1497.57
1497.57
1497.57
1497.57
1497.555
1497.555
1497.555
1497.555
1497.555
1485.54
1468.875
1437.42
1400.475
1363.515
1319.205
1272.06
1224.915
1177.77
1130.625
1092.87
1058.7
1024.545
992.895
962.22
931.545
900.87
865.455
828.285
791.1
765.735
744.735
723.735
707.55
693.21
678.87
664.515
639.525
610.485
581.43
537.63
488.085
438.54
384
256.005
128.01
0
0
-60.87
-121.74
-182.625
-243.495
-243.495
-311.16
-378.825
-441.06
-501.21
-561.345
-621.495
-681.63
-732.075
-778.68
-825.27
-871.86
-916.515
-960.405
-1004.295
-1050.165
-1096.8
-1143.45
-1190.085
-1223.73
-1252.29
-1280.835
-1298.19
-1311.195
-1301.715
-1283.58
-1257.42
-1228.065
-1198.71
-1169.37
-1140.015
-1110.66
-1081.32
-1051.965
-1022.61
-993.27
-973.665
-957.9
-942.135
-926.37
-910.605
-894.855
-883.635
-874.26
-864.87
-870.825
-882.72
-907.2
-936.585
-975.54
-1018.38
-1061.22
-1104.06
-1146.915
-1189.755
-1232.595
-1268.79
-1302.345
-1335.885
-1369.44
-1402.995
-1432.29
-1459.935
-1487.595
-1495.44
-1495.26
-1495.08
-1494.9
-1494.72
-1494.54
-1494.36
-1494.18
-1494
-1493.82
-1493.64
-1493.46
-1493.28
-1493.1
-1492.92
-1492.74
-1492.56
-1492.38
-1492.185
-1492.005
-1491.825
-1491.645
-1491.465
-1491.285
-1491.105
-1490.925
-1490.745
-1490.565
-1490.385
-1490.205
-1490.025
-1489.845
-1489.665
-1489.485
-1489.305
-1489.125
-1488.945
-1488.765
-1488.585
-1488.405
-1488.225
-1488.045
-1487.865
-1478.79
-1466.205
-1453.62
-1441.035
-1428.45
-1415.865
-1403.28
-1390.695
-1383.39
-1378.185
-1372.98
-1367.76
-1362.555
-1357.35
-1352.145
-1350.975
-1351.395
-1351.8
-1352.22
-1340.145
-1323.03
-1305.93
-1288.815
-1257.54
-1220.7
-1183.86
-1147.02
-1123.65
-1105.695
-1087.755
-1072.725
-1058.85
-1044.975
-1031.1
-1017.225
-1003.35
-989.475
-972.72
-954.81
-947.445
-944.295
-941.145
-953.085
-970.92
-999.93
-1033.32
-1075.14
-1120.395
-1165.665
-1210.92
-1256.19
-1299.27
-1341.51
-1383.75
-1425.99
-1468.23
-1494.405
-1499.91
-1499.775
-1499.655
-1499.535
-1499.4
-1499.28
-1499.145
-1499.025
-1498.89
-1498.77
-1498.635
-1498.515
-1470.18
-1430.46
-1324.26
-1235.175
-1163.79
-1092.42
-1021.05
-949.665
-878.295
-806.925
-735.54
-674.025
-616.35
-558.69
-514.86
-476.4
-450.81
-430.23
-425.46
-426.765
-441.42
-461.28
-481.14
-512.565
-548.535
-584.52
-620.505
-653.79
-686.025
-718.245
-750.465
-775.65
-798.105
-820.575
-843.045
-865.5
-887.97
-902.58
-914.07
-925.575
-937.065
-948.57
-960.06
-971.565
-970.98
-965.46
-959.955
-944.865
-925.995
-907.14
-888.27
-869.4
-850.53
-834.885
-820.53
-806.175
-791.805
-777.45
-763.095
-764.025
-771.06
-778.095
-785.13
-793.98
-803.535
-813.105
-822.675
-832.23
-853.875
-861.345
-910.17
-960.51
-1003.635
-1046.76
-1089.885
-1146.57
-1208.67
-1270.785
-1332.885
-1395
-1457.1
-1492.92
-1499.985
-1499.985
-1499.97
-1499.955
-1499.94
-1499.94
-1499.925
-1499.91
-1499.895
-1499.88
-1499.88
-1499.865
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1500
-1489.98
-1462.89
-1412.55
-1399.455
-1288.2
-1189.365
-1104.06
-1005.6
-903.015
-786.585
-666.03
-537.975
-407.67
-277.365
-147.06
-16.755
113.55
243.855
374.16
492.075
606.225
631.89
784.41
897.585
984.615
1102.125
1174.92
1231.095
1274.385
1313.67
1302.6
1333.125
1356.78
1373.115
1389.45
1405.785
1422.12
1438.47
1446.765
1452.72
1458.66
1464.615
1470.57
1476.51
1482.465
1484.775
1485.975
1471.92
1453.335
1424.07
1391.595
1359.12
1326.645
1294.17
1286.655
1223.1
1162.62
1108.785
1054.965
1001.145
947.31
893.49
839.67
785.835
732.015
686.34
643.08
599.82
571.365
547.275
523.185
499.095
475.005
450.915
414.33
373.995
333.645
293.31
248.13
201.555
154.965
144.435
73.875
18.045
-26.58
-71.19
-115.815
-126.165
-180.42
-214.935
-238.575
-262.2
-285.84
-301.155
-314.01
-326.88
-339.735
-352.605
-360.675
-367.365
-374.04
-380.73
-387.42
-394.11
-387.015
-375.645
-364.275
-336.345
-303.255
-270.18
-223.62
-211.065
-115.635
-32.4
-138.255
-146.31
-137.925
-129.54
-121.155
-112.77
-104.385
-96
-91.665
-101.265
-110.865
-120.465
-130.065
-139.665
-149.265
-157.98
-163.8
-169.62
-170.94
-156.885
-142.845
-128.79
-114.75
-100.695
-89.445
-87.645
-89.535
-104.28
-119.025
-133.77
-146.64
-152.97
-159.315
-166.995
-179.43
-191.865
-204.3
-216.735
-227.115
-230.22
-233.34
-236.445
-236.355
-225.345
-211.215
-186.555
-161.895
-137.235
-112.755
-88.95
-65.13
-41.31
-17.49
6.315
30.135
50.085
56.295
62.49
65.715
58.89
52.065
45.24
34.785
11.64
-11.505
-34.05
-54.45
-74.85
-95.25
-115.65
-136.05
-156.45
-176.85
-193.89
-198.87
-203.85
-208.83
-213.81
-216.825
-213.105
-209.385
-205.68
-201.96
-198.24
-194.52
-190.8
-187.095
-183.375
-179.655
-179.565
-192.06
-204.555
-217.05
-231.555
-252.975
-274.41
-295.83
-317.25
-338.685
-360.105
-381.525
-402.96
-429.495
-463.8
-469.815
-497.43
-527.865
-558.315
-588.75
-619.185
-649.62
-680.07
-710.505
-737.595
-752.88
-768.18
-778.44
-770.925
-758.775
-729.93
-695.295
-640.92
-580.71
-499.455
-418.2
-336.93
-253.05
-159.93
-66.795
30.27
140.82
251.37
387.33
563.535
587.04
691.86
796.68
895.83
970.26
1019.775
1044.63
1069.485
1094.34
1114.215
1116.585
1118.94
1117.035
1100.235
1079.16
1042.68
1006.215
969.735
933.27
896.79
860.325
823.845
787.38
750.9
716.925
691.62
666.315
641.025
615.72
595.485
593.28
591.075
592.17
604.575
621.555
654.45
687.345
720.24
753.135
786.075
819.18
852.3
885.405
918.525
951.63
984.735
1017.855
1050.96
1084.065
1117.185
1148.49
1173.51
1198.53
1219.155
1224.72
1226.88
1217.19
1207.5
1192.515
1166.25
1161.18
1138.68
1110.555
1062.495
1014.435
966.375
918.315
870.255
822.195
772.08
714.75
657.405
600.075
544.26
493.77
443.28
392.79
344.625
304.545
264.45
224.355
184.26
144.165
104.07
67.38
42.27
17.175
-3.21
-6.69
-10.17
-9.675
4.41
22.005
52.23
82.44
116.595
164.31
212.04
259.77
306.375
349.02
391.68
429.87
452.46
475.05
492.645
493.155
493.68
494.19
494.7
495.21
495.735
496.245
496.755
497.265
497.79
498.3
498.81
497.745
491.25
481.02
457.665
434.31
410.955
383.985
333.645
293.31
248.13
201.555
154.965
144.435
73.875
18.045
-26.58
-71.19
-115.815
-126.165
-180.42
-214.935
-238.575
-262.2
-285.84
-301.155
-314.01
-326.88
-339.735
-352.605
-360.675
-367.365
-374.04
-380.73
-387.42
-394.11
-387.015
-375.645
-364.275
-336.345
-303.255
-270.18
-223.62
-211.065
-115.635
-32.4
36.99
106.38
175.77
245.16
314.55
383.925
453.315
517.665
580.425
643.17
705.93
757.8
806.31
854.805
891.84
925.23
958.62
992.01
1012.725
1029.315
1045.89
1061.82
1077.525
1093.23
1108.935
1132.71
1159.035
1165.365
1203.54
1228.455
1245.225
1262.01
1278.795
1276.95
1268.955
1247.745
1222.425
1187.835
1150.245
1112.655
1088.535
1068.795
1064.655
1065.6
1066.56
1084.455
1107.69
1130.91
1154.145
1185.57
1219.605
1253.64
1287.66
1321.695
1355.73
