### UNIX-Timestamp, Date/Time, Discharge(Wh), Charge(Wh), Production(Wh), Consumption(Wh), Feed-in(Wh), From grid(Wh), State of Charge(%)
1577819880,31.12.2019 20:18:00,0,0,0.35,2.18,0,1.83,82
1577819940,31.12.2019 20:19:00,0,0,0.35,2.73,0,2.38,82
1577820420,31.12.2019 20:27:00,20.35,0,1.05,11.3,10.1,0,82
1577820480,31.12.2019 20:28:00,6.72,0,0.37,3.77,3.32,0,82
1577820540,31.12.2019 20:29:00,8.78,0,0.37,3.83,5.32,0,82
1577820600,31.12.2019 20:30:00,10,0,0.37,3.87,6.5,0,82
1577820660,31.12.2019 20:31:00,10,0,0.35,3.83,6.52,0,82
1577820720,31.12.2019 20:32:00,10,0,0.37,3.83,6.54,0,81
1577820900,31.12.2019 20:35:00,30,0,1.1,11.55,19.55,0,81
1577821020,31.12.2019 20:37:00,20,0,0.73,7.7,13.03,0,81
1577821080,31.12.2019 20:38:00,10,0,0.37,3.87,6.5,0,81
1577821200,31.12.2019 20:40:00,20,0,0.73,7.73,13,0,81
1577821260,31.12.2019 20:41:00,10,0,0.35,3.83,6.52,0,81
1577822820,31.12.2019 21:07:00,0,0,0.35,2.13,0,1.78,77
1577822940,31.12.2019 21:09:00,0,0,0.7,2.53,0,1.83,77
1577823000,31.12.2019 21:10:00,0,0,0.35,1.25,0,0.9,77
1577823060,31.12.2019 21:11:00,0,0,0.35,1.25,0,0.9,77
1577823120,31.12.2019 21:12:00,0,0,0.35,1.58,0,1.23,77
1577823240,31.12.2019 21:14:00,0,0,0.7,2.53,0,1.83,77
1577823300,31.12.2019 21:15:00,0,0,0.35,1.25,0,0.9,77
1577823420,31.12.2019 21:17:00,0,0,0.7,3.7,0,3,77
1577823480,31.12.2019 21:18:00,0,0,0.35,2.22,0,1.87,77
1577823600,31.12.2019 21:20:00,0,0,0.7,5.03,0,4.33,77
1577823660,31.12.2019 21:21:00,0,0,0.35,2.55,0,2.2,77
1577823780,31.12.2019 21:23:00,0,0,0.73,5.17,0,4.44,77
1577823840,31.12.2019 21:24:00,0,0,0.35,2.55,0,2.2,77
1577823960,31.12.2019 21:26:00,0,0,0.7,5.13,0,4.43,77
1577824020,31.12.2019 21:27:00,0,0,0.35,2.55,0,2.2,77
1577824140,31.12.2019 21:29:00,0,0,0.7,5.17,0,4.47,77
1577824200,31.12.2019 21:30:00,0,0,0.35,2.58,0,2.23,77
1577824320,31.12.2019 21:32:00,0,0,0.73,5.23,0,4.5,77
1577824380,31.12.2019 21:33:00,0,0,0.35,2.57,0,2.22,77
1577824440,31.12.2019 21:34:00,0,0,0.37,2.58,0,2.21,77
1577824500,31.12.2019 21:35:00,0,0,0.35,2.58,0,2.23,77
1577824620,31.12.2019 21:37:00,0,0,0.7,5,0,4.3,77
1577824680,31.12.2019 21:38:00,0,0,0.37,2.5,0,2.13,77
1577824800,31.12.2019 21:40:00,0,0,0.7,4.87,0,4.17,77
1577824860,31.12.2019 21:41:00,0,0,0.35,2.48,0,2.13,77
1577824980,31.12.2019 21:43:00,0,0,0.7,2.73,0,2.03,77
1577825040,31.12.2019 21:44:00,0,0,0.35,1.37,0,1.02,77
1577825100,31.12.2019 21:45:00,0,0,0.35,1.37,0,1.02,77
1577825280,31.12.2019 21:48:00,0,0,1.05,4.15,0,3.1,77
1577825340,31.12.2019 21:49:00,0,0,0.35,1.37,0,1.02,77
1577825460,31.12.2019 21:51:00,0,0,0.7,2.7,0,2,77
1577825520,31.12.2019 21:52:00,0,0,0.35,1.35,0,1,77
1577825580,31.12.2019 21:53:00,0,0,0.35,1.38,0,1.03,77
1577825640,31.12.2019 21:54:00,0,0,0.35,1.35,0,1,77
1577825760,31.12.2019 21:56:00,0,0,0.7,2.77,0,2.07,77
1577825820,31.12.2019 21:57:00,0,0,0.35,1.38,0,1.03,77
1577825940,31.12.2019 21:59:00,0,0,0.7,2.8,0,2.1,77
1577826000,31.12.2019 22:00:00,0,0,0.35,1.37,0,1.02,77
1577826060,31.12.2019 22:01:00,0,0,0.33,1.35,0,1.02,77
1577826120,31.12.2019 22:02:00,0,0,0.35,1.35,0,1,77
1577826180,31.12.2019 22:03:00,0,0,0.35,1.33,0,0.98,77
1577826240,31.12.2019 22:04:00,0,0,0.35,1.35,0,1,77
1577826300,31.12.2019 22:05:00,0,0,0.35,1.37,0,1.02,77
1577826360,31.12.2019 22:06:00,0,0,0.35,1.37,0,1.02,77
1577826720,31.12.2019 22:12:00,0,0,0.35,2.48,0,2.13,77
1577827080,31.12.2019 22:18:00,0,0,0.35,2.5,0,2.15,77
1577827200,31.12.2019 22:20:00,0,0,0.7,5,0,4.3,77
1577827260,31.12.2019 22:21:00,0,0,0.35,2.48,0,2.13,77
1577827500,31.12.2019 22:25:00,0,0,1.4,9.67,0,8.27,77
1577827560,31.12.2019 22:26:00,0,0,0.35,2.37,0,2.02,77
1577827680,31.12.2019 22:28:00,0,0,0.7,4.73,0,4.03,77
1577827800,31.12.2019 22:30:00,0,0,0.7,4.63,0,3.93,77
1577827920,31.12.2019 22:32:00,0,0,0.7,2.6,0,1.9,77
1577827980,31.12.2019 22:33:00,0,0,0.35,1.27,0,0.92,77
1577828040,31.12.2019 22:34:00,0,0,0.35,1.28,0,0.93,77
1577828460,31.12.2019 22:41:00,0,0,0.7,2.47,0,1.77,77
1577828520,31.12.2019 22:42:00,0,0,0.35,1.23,0,0.88,77
1577828640,31.12.2019 22:44:00,0,0,0.7,2.5,0,1.8,77
1577828700,31.12.2019 22:45:00,0,0,0.35,1.23,0,0.88,77
1577828820,31.12.2019 22:47:00,0,0,0.7,2.43,0,1.73,77
1577828880,31.12.2019 22:48:00,0,0,0.35,1.23,0,0.88,77
1577829000,31.12.2019 22:50:00,0,0,0.7,2.43,0,1.73,77
1577829120,31.12.2019 22:52:00,0,0,0.7,2.47,0,1.77,77
1577829240,31.12.2019 22:54:00,0,0,0.7,2.43,0,1.73,77
1577829300,31.12.2019 22:55:00,0,0,0.35,1.23,0,0.88,77
1577829360,31.12.2019 22:56:00,0,0,0.35,1.22,0,0.87,77
1577829420,31.12.2019 22:57:00,0,0,0.35,1.27,0,0.92,77
1577829540,31.12.2019 22:59:00,0,0,0.7,4,0,3.3,77
1577829600,31.12.2019 23:00:00,0,0,0.35,2.15,0,1.8,77
1577829720,31.12.2019 23:02:00,0,0,0.7,4.67,0,3.97,77
1577829780,31.12.2019 23:03:00,0,0,0.35,2.32,0,1.97,77
1577830020,31.12.2019 23:07:00,0,0,1.4,9.33,0,7.93,77
1577830080,31.12.2019 23:08:00,0,0,0.35,2.3,0,1.95,77
1577830200,31.12.2019 23:10:00,0,0,0.7,4.7,0,4,77
1577830260,31.12.2019 23:11:00,0,0,0.35,2.35,0,2,77
1577830380,31.12.2019 23:13:00,0,0,0.7,4.67,0,3.97,77
1577830440,31.12.2019 23:14:00,0,0,0.35,2.28,0,1.93,77
1577830560,31.12.2019 23:16:00,0,0,0.7,4.5,0,3.8,77
1577830680,31.12.2019 23:18:00,0,0,0.7,4.47,0,3.77,77
1577830800,31.12.2019 23:20:00,0,0,0.7,3.2,0,2.5,77
1577830860,31.12.2019 23:21:00,0,0,0.35,1.18,0,0.83,77
1577830980,31.12.2019 23:23:00,0,0,0.7,2.33,0,1.63,77
1577831040,31.12.2019 23:24:00,0,0,0.35,1.15,0,0.8,76
1577831160,31.12.2019 23:26:00,0,0,0.7,2.7,0,2,76
1577831280,31.12.2019 23:28:00,0,0,0.7,2.33,0,1.63,76
1577831400,31.12.2019 23:30:00,0,0,0.7,2.3,0,1.6,76
1577831580,31.12.2019 23:33:00,0,0,1.05,3.45,0,2.4,76
1577831760,31.12.2019 23:36:00,0,0,1.05,3.4,0,2.35,76
1577831820,31.12.2019 23:37:00,0,0,0.35,1.15,0,0.8,76
1577832060,31.12.2019 23:41:00,0,0,1.4,4.53,0,3.13,76
1577832120,31.12.2019 23:42:00,0,0,0.35,1.15,0,0.8,76
1577832180,31.12.2019 23:43:00,0,0,0.35,1.13,0,0.78,76
1577832420,31.12.2019 23:47:00,0,0,1.4,7.13,0,5.73,76
1577832540,31.12.2019 23:49:00,0,0,0.7,4.4,0,3.7,76
1577832600,31.12.2019 23:50:00,0,0,0.35,2.28,0,1.93,76
1577832660,31.12.2019 23:51:00,0,0,0.35,2.33,0,1.98,76
1577832720,31.12.2019 23:52:00,0,0,0.35,2.35,0,2,76
1577833140,31.12.2019 23:59:00,0,0,0.35,2.33,0,1.98,76
1577833380,01.01.2020 00:03:00,0,0,1.4,9,0,7.6,76
1577833440,01.01.2020 00:04:00,0,0,0.35,2.22,0,1.87,76
1577833560,01.01.2020 00:06:00,0,0,0.7,4.33,0,3.63,76
1577833620,01.01.2020 00:07:00,0,0,0.35,2.2,0,1.85,76
1577833740,01.01.2020 00:09:00,0,0,0.7,2.23,0,1.53,76
1577833800,01.01.2020 00:10:00,0,0,0.35,1.12,0,0.77,76
1577833980,01.01.2020 00:13:00,0,0,1.05,3.3,0,2.25,76
1577834100,01.01.2020 00:15:00,0,0,0.7,2.2,0,1.5,76
1577834160,01.01.2020 00:16:00,0,0,0.35,1.12,0,0.77,76
1577834220,01.01.2020 00:17:00,0,0,0.35,1.12,0,0.77,76
1577835780,01.01.2020 00:43:00,0,0,0.7,4.43,0,3.73,76
1577835840,01.01.2020 00:44:00,0,0,0.35,2.22,0,1.87,76
1577835900,01.01.2020 00:45:00,0,0,0.35,2.25,0,1.9,76
1577835960,01.01.2020 00:46:00,0,0,0.35,2.25,0,1.9,76
1577836080,01.01.2020 00:48:00,0,0,0.7,4.43,0,3.73,76
1577836140,01.01.2020 00:49:00,0,0,0.35,2.22,0,1.87,76
1577836260,01.01.2020 00:51:00,0,0,0.73,4.27,0,3.54,76
1577836320,01.01.2020 00:52:00,0,0,0.35,2.12,0,1.77,76
1577836380,01.01.2020 00:53:00,0,0,0.37,2.12,0,1.75,76
1577836440,01.01.2020 00:54:00,0,0,0.35,2.1,0,1.75,76
1577836560,01.01.2020 00:56:00,0,0,0.73,2.2,0,1.47,76
1577836620,01.01.2020 00:57:00,0,0,0.35,1.07,0,0.72,76
1577836740,01.01.2020 00:59:00,0,0,0.7,2.17,0,1.47,76
1577836800,01.01.2020 01:00:00,0,0,0.35,1.1,0,0.75,76
1577836920,01.01.2020 01:02:00,0,0,0.7,2.07,0,1.37,76
1577836980,01.01.2020 01:03:00,0,0,0.37,1.02,0,0.65,76
1577837100,01.01.2020 01:05:00,0,0,0.7,2,0,1.3,76
1577837160,01.01.2020 01:06:00,0,0,0.35,1,0,0.65,76
1577837280,01.01.2020 01:08:00,0,0,0.73,2.03,0,1.3,76
1577837340,01.01.2020 01:09:00,0,0,0.37,1.02,0,0.65,76
1577837520,01.01.2020 01:12:00,0,0,1.05,3,0,1.95,76
1577837580,01.01.2020 01:13:00,0,0,0.35,1.02,0,0.67,76
1577837640,01.01.2020 01:14:00,0,0,0.35,1,0,0.65,76
1577837820,01.01.2020 01:17:00,0,0,1.05,3,0,1.95,76
1577837940,01.01.2020 01:19:00,0,0,0.7,1.97,0,1.27,76
1577838000,01.01.2020 01:20:00,0,0,0.35,1.02,0,0.67,76
1577838120,01.01.2020 01:22:00,0,0,0.73,2.33,0,1.6,76
1577838180,01.01.2020 01:23:00,0,0,0.35,1.67,0,1.32,76
1577838240,01.01.2020 01:24:00,0,0,0.37,1.87,0,1.5,76
1577838300,01.01.2020 01:25:00,0,0,0.37,2.03,0,1.66,76
1577838420,01.01.2020 01:27:00,0,0,0.7,4.3,0,3.6,76
1577838780,01.01.2020 01:33:00,0,0,0.35,2.17,0,1.82,76
1577838840,01.01.2020 01:34:00,0,0,0.35,2.18,0,1.83,76
1577838960,01.01.2020 01:36:00,0,0,0.7,4.23,0,3.53,76
1577839020,01.01.2020 01:37:00,0,0,0.35,2.1,0,1.75,76
1577839140,01.01.2020 01:39:00,0,0,0.73,4.17,0,3.44,76
1577839320,01.01.2020 01:42:00,0,0,1.05,6.05,0,5,76
1577839440,01.01.2020 01:44:00,0,0,0.7,2,0,1.3,76
1577839500,01.01.2020 01:45:00,0,0,0.35,1,0,0.65,76
1577839920,01.01.2020 01:52:00,0,0,0.35,1.02,0,0.67,76
1577840160,01.01.2020 01:56:00,0,0,1.4,4.07,0,2.67,76
1577840340,01.01.2020 01:59:00,0,0,1.1,3.05,0,1.95,76
1577840460,01.01.2020 02:01:00,0,0,0.7,2,0,1.3,76
1577840520,01.01.2020 02:02:00,0,0,0.37,1.02,0,0.65,76
1577840640,01.01.2020 02:04:00,0,0,0.7,2.03,0,1.33,76
1577840820,01.01.2020 02:07:00,0,0,1.1,3.05,0,1.95,76
1577841000,01.01.2020 02:10:00,0,0,1.1,4.55,0,3.45,76
1577841060,01.01.2020 02:11:00,0,0,0.35,1.82,0,1.47,76
1577841180,01.01.2020 02:13:00,0,0,0.73,4.17,0,3.44,76
1577841240,01.01.2020 02:14:00,0,0,0.37,2.13,0,1.76,76
1577841360,01.01.2020 02:16:00,0,0,0.73,4.3,0,3.57,76
1577841420,01.01.2020 02:17:00,0,0,0.37,2.15,0,1.78,76
1577841540,01.01.2020 02:19:00,0,0,0.73,4.3,0,3.57,76
1577841600,01.01.2020 02:20:00,0,0,0.35,2.15,0,1.8,76
1577841720,01.01.2020 02:22:00,0,0,0.73,4.2,0,3.47,76
1577841780,01.01.2020 02:23:00,0,0,0.37,2.07,0,1.7,76
1577841900,01.01.2020 02:25:00,0,0,0.7,4.03,0,3.33,76
1577842020,01.01.2020 02:27:00,0,0,0.73,4.07,0,3.34,76
1577842140,01.01.2020 02:29:00,0,0,0.73,3.6,0,2.87,76
1577842320,01.01.2020 02:32:00,0,0,1.1,3.05,0,1.95,76
1577842440,01.01.2020 02:34:00,0,0,0.7,2,0,1.3,76
1577842500,01.01.2020 02:35:00,0,0,0.35,1,0,0.65,76
1577842620,01.01.2020 02:37:00,0,0,0.73,2.03,0,1.3,76
1577842680,01.01.2020 02:38:00,0,0,0.37,0.98,0,0.61,76
1577842800,01.01.2020 02:40:00,0,0,0.73,2,0,1.27,76
1577842920,01.01.2020 02:42:00,0,0,0.73,1.97,0,1.24,76
1577843040,01.01.2020 02:44:00,0,0,0.73,2,0,1.27,76
1577843100,01.01.2020 02:45:00,0,0,0.37,1,0,0.63,76
1577843220,01.01.2020 02:47:00,0,0,0.73,2,0,1.27,76
1577843460,01.01.2020 02:51:00,0,0,1.47,4,0,2.53,76
1577843580,01.01.2020 02:53:00,0,0,0.73,2,0,1.27,76
1577843760,01.01.2020 02:56:00,0,0,1.1,3.15,0,2.05,76
1577843880,01.01.2020 02:58:00,0,0,0.7,3.5,0,2.8,76
1577843940,01.01.2020 02:59:00,0,0,0.35,1.92,0,1.57,76
1577844060,01.01.2020 03:01:00,0,0,0.73,4.23,0,3.5,76
1577844120,01.01.2020 03:02:00,0,0,0.35,2.12,0,1.77,76
1577844240,01.01.2020 03:04:00,0,0,0.7,4.3,0,3.6,76
1577844360,01.01.2020 03:06:00,0,0,0.7,4.27,0,3.57,76
1577844480,01.01.2020 03:08:00,0,0,0.73,4.23,0,3.5,76
1577844540,01.01.2020 03:09:00,0,0,0.37,2.08,0,1.71,76
1577844660,01.01.2020 03:11:00,0,0,0.7,4.13,0,3.43,76
1577844900,01.01.2020 03:15:00,0,0,1.4,8.07,0,6.67,76
1577845020,01.01.2020 03:17:00,0,0,0.7,2.03,0,1.33,76
1577845200,01.01.2020 03:20:00,0,0,1.1,3.05,0,1.95,76
1577845320,01.01.2020 03:22:00,0,0,0.7,1.97,0,1.27,76
1577845380,01.01.2020 03:23:00,0,0,0.35,1,0,0.65,76
1577845500,01.01.2020 03:25:00,0,0,0.73,2,0,1.27,75
1577845680,01.01.2020 03:28:00,0,0,1.05,3,0,1.95,75
1577845800,01.01.2020 03:30:00,0,0,0.73,2,0,1.27,75
1577846040,01.01.2020 03:34:00,0,0,1.47,4.07,0,2.6,75
1577846100,01.01.2020 03:35:00,0,0,0.37,1,0,0.63,75
1577846160,01.01.2020 03:36:00,0,0,0.35,1.02,0,0.67,75
1577846400,01.01.2020 03:40:00,0,0,1.4,4,0,2.6,75
1577846640,01.01.2020 03:44:00,0,0,1.4,4.07,0,2.67,75
1577846700,01.01.2020 03:45:00,0,0,0.35,1.02,0,0.67,75
1577846820,01.01.2020 03:47:00,0,0,0.73,2.13,0,1.4,75
1577846880,01.01.2020 03:48:00,0,0,0.37,1.52,0,1.15,75
1577846940,01.01.2020 03:49:00,0,0,0.37,1.8,0,1.43,75
1577847060,01.01.2020 03:51:00,0,0,0.7,4.13,0,3.43,75
1577847120,01.01.2020 03:52:00,0,0,0.37,2.1,0,1.73,75
1577847300,01.01.2020 03:55:00,0,0,1.05,6.35,0,5.3,75
1577847960,01.01.2020 04:06:00,0,0,0.37,1.05,0,0.68,75
1577848320,01.01.2020 04:12:00,0,0,0.35,1.02,0,0.67,75
1577848560,01.01.2020 04:16:00,0,0,1.47,4.07,0,2.6,75
1577848620,01.01.2020 04:17:00,0,0,0.35,1,0,0.65,75
1577848800,01.01.2020 04:20:00,0,0,1.05,3,0,1.95,75
1577848860,01.01.2020 04:21:00,0,0,0.35,1.02,0,0.67,75
1577848920,01.01.2020 04:22:00,0,0,0.35,1,0,0.65,75
1577849100,01.01.2020 04:25:00,0,0,1.05,3,0,1.95,75
1577849220,01.01.2020 04:27:00,0,0,0.73,2,0,1.27,75
1577849280,01.01.2020 04:28:00,0,0,0.37,1,0,0.63,75
1577849400,01.01.2020 04:30:00,0,0,0.73,2,0,1.27,75
1577849460,01.01.2020 04:31:00,0,0,0.37,1,0,0.63,75
1577849820,01.01.2020 04:37:00,0,0,0.37,2.05,0,1.68,75
1577849940,01.01.2020 04:39:00,0,0,0.7,4.2,0,3.5,75
1577850000,01.01.2020 04:40:00,0,0,0.35,2.12,0,1.77,75
1577850180,01.01.2020 04:43:00,0,0,1.05,6.4,0,5.35,75
1577850600,01.01.2020 04:50:00,0,0,0.7,4.1,0,3.4,75
1577850840,01.01.2020 04:54:00,0,0,1.4,4,0,2.6,75
1577850960,01.01.2020 04:56:00,0,0,0.73,2.03,0,1.3,75
1577851380,01.01.2020 05:03:00,0,0,0.73,2.03,0,1.3,75
1577851560,01.01.2020 05:06:00,0,0,1.05,3,0,1.95,75
1577851680,01.01.2020 05:08:00,0,0,0.7,2,0,1.3,75
1577851920,01.01.2020 05:12:00,0,0,1.4,4.13,0,2.73,75
1577852040,01.01.2020 05:14:00,0,0,0.7,2.03,0,1.33,75
1577852160,01.01.2020 05:16:00,0,0,0.73,2.07,0,1.34,75
1577852280,01.01.2020 05:18:00,0,0,0.73,2.03,0,1.3,75
1577852400,01.01.2020 05:20:00,0,0,0.7,2.9,0,2.2,75
1577852520,01.01.2020 05:22:00,0,0,0.7,3.77,0,3.07,75
1577852700,01.01.2020 05:25:00,0,0,1.05,6.25,0,5.2,75
1577852760,01.01.2020 05:26:00,0,0,0.35,2.12,0,1.77,75
1577852820,01.01.2020 05:27:00,0,0,0.37,2.12,0,1.75,75
1577853180,01.01.2020 05:33:00,0,0,0.35,2.08,0,1.73,75
1577853300,01.01.2020 05:35:00,0,0,0.73,4.13,0,3.4,75
1577853360,01.01.2020 05:36:00,0,0,0.37,2.07,0,1.7,75
1577853720,01.01.2020 05:42:00,0,0,0.37,1.03,0,0.66,75
1577853900,01.01.2020 05:45:00,0,0,1.1,3.2,0,2.1,75
1577853960,01.01.2020 05:46:00,0,0,0.35,2.28,0,1.93,75
1577854080,01.01.2020 05:48:00,0,0,0.73,25.7,0,24.97,75
1577854140,01.01.2020 05:49:00,0,0,0.35,12.85,0,12.5,75
1577854260,01.01.2020 05:51:00,0,0,0.7,25.73,0,25.03,75
1577854320,01.01.2020 05:52:00,0,0,0.37,12.83,0,12.46,75
1577854380,01.01.2020 05:53:00,0,0,0.37,12.83,0,12.46,75
1577854440,01.01.2020 05:54:00,0,0,0.37,12.83,0,12.46,75
1577854560,01.01.2020 05:56:00,0,0,0.73,25.67,0,24.94,75
1577854740,01.01.2020 05:59:00,0,0,1.1,38.3,0,37.2,75
1577854860,01.01.2020 06:01:00,0,0,0.73,25.53,0,24.8,75
1577854920,01.01.2020 06:02:00,0,0,0.37,12.75,0,12.38,75
1577855040,01.01.2020 06:04:00,0,0,0.73,25.53,0,24.8,75
1577855100,01.01.2020 06:05:00,0,0,0.37,12.78,0,12.41,75
1577855280,01.01.2020 06:08:00,0,0,1.1,40.85,0,39.75,75
1577855340,01.01.2020 06:09:00,0,0,0.37,13.8,0,13.43,75
1577855580,01.01.2020 06:13:00,0,0,1.47,55.4,0,53.93,75
1577855640,01.01.2020 06:14:00,0,0,0.35,13.82,0,13.47,75
1577855760,01.01.2020 06:16:00,0,0,0.7,27.63,0,26.93,75
1577855820,01.01.2020 06:17:00,0,0,0.35,13.8,0,13.45,75
1577855940,01.01.2020 06:19:00,0,0,0.7,27.43,0,26.73,75
1577856060,01.01.2020 06:21:00,0,0,0.7,27.5,0,26.8,75
1577856180,01.01.2020 06:23:00,0,0,0.7,25.83,0,25.13,75
1577856240,01.01.2020 06:24:00,0,0,0.37,12.68,0,12.31,75
1577856360,01.01.2020 06:26:00,0,0,0.73,25.33,0,24.6,75
1577856420,01.01.2020 06:27:00,0,0,0.37,12.65,0,12.28,75
1577856540,01.01.2020 06:29:00,0,0,0.7,25.3,0,24.6,75
1577856600,01.01.2020 06:30:00,0,0,0.35,12.68,0,12.33,75
1577856720,01.01.2020 06:32:00,0,0,0.67,23.2,0,22.53,75
1577856780,01.01.2020 06:33:00,0,0,0.33,11.58,0,11.25,75
1577856900,01.01.2020 06:35:00,0,0,0.7,25.23,0,24.53,75
1577856960,01.01.2020 06:36:00,0,0,0.35,12.6,0,12.25,75
1577857080,01.01.2020 06:38:00,0,0,0.7,25.2,0,24.5,75
1577857140,01.01.2020 06:39:00,0,0,0.35,12.62,0,12.27,75
1577857200,01.01.2020 06:40:00,0,0,0.35,12.62,0,12.27,75
1577857260,01.01.2020 06:41:00,0,0,0.35,12.65,0,12.3,75
1577857320,01.01.2020 06:42:00,0,0,0.35,12.63,0,12.28,75
1577857560,01.01.2020 06:46:00,0,0,1.4,50.53,0,49.13,75
1577857620,01.01.2020 06:47:00,0,0,0.37,12.85,0,12.48,75
1577857860,01.01.2020 06:51:00,0,0,1.4,55.07,0,53.67,75
1577857920,01.01.2020 06:52:00,0,0,0.37,13.8,0,13.43,75
1577857980,01.01.2020 06:53:00,0,0,0.35,13.77,0,13.42,75
1577858340,01.01.2020 06:59:00,0,0,0.37,13.77,0,13.4,75
1577858400,01.01.2020 07:00:00,0,0,0.37,13.75,0,13.38,75
1577858520,01.01.2020 07:02:00,0,0,0.73,27.37,0,26.64,75
1577858580,01.01.2020 07:03:00,0,0,0.35,13.7,0,13.35,75
1577858820,01.01.2020 07:07:00,0,0,1.47,52.6,0,51.13,75
1577858880,01.01.2020 07:08:00,0,0,0.35,12.58,0,12.23,75
1577859060,01.01.2020 07:11:00,0,0,1.05,37.6,0,36.55,75
1577859120,01.01.2020 07:12:00,0,0,0.35,12.55,0,12.2,75
1577859240,01.01.2020 07:14:00,0,0,0.7,25.1,0,24.4,75
1577859300,01.01.2020 07:15:00,0,0,0.37,12.6,0,12.23,75
1577859480,01.01.2020 07:18:00,0,0,1.25,37.75,0,36.5,75
1577859540,01.01.2020 07:19:00,0,0,0.4,12.58,0,12.18,75
1577859660,01.01.2020 07:21:00,0,0,0.77,25.13,0,24.36,75
1577859900,01.01.2020 07:25:00,0,0,1.73,50.47,0,48.74,75
1577860020,01.01.2020 07:27:00,0,0,0.83,25.13,0,24.3,75
1577860080,01.01.2020 07:28:00,0,0,0.45,12.58,0,12.13,75
1577860500,01.01.2020 07:35:00,0,0,0.55,13.32,0,12.77,75
1577860620,01.01.2020 07:37:00,0,0,1.23,26,0,24.77,75
1577860680,01.01.2020 07:38:00,0,0,0.7,12.38,0,11.68,75
1577861040,01.01.2020 07:44:00,0,0,0.95,2.15,0,1.2,75
1577861400,01.01.2020 07:50:00,0,0,1.27,2.12,0,0.85,75
1577861520,01.01.2020 07:52:00,0,0,2.9,6.83,0,3.93,75
1577861580,01.01.2020 07:53:00,0,0,1.43,3.28,0,1.85,73
1577861700,01.01.2020 07:55:00,0,0,3.27,5.47,0,2.2,73
1577861760,01.01.2020 07:56:00,0,0,1.63,2.25,0,0.62,73
1577861880,01.01.2020 07:58:00,0,0,3.43,17.3,0,13.87,73
1577861940,01.01.2020 07:59:00,0,0,1.77,21.62,0,19.85,73
1577862000,01.01.2020 08:00:00,0,0,1.92,21.63,0,19.71,73
1577862060,01.01.2020 08:01:00,0,0,2.02,48.78,0,46.76,73
1577862120,01.01.2020 08:02:00,0,0,2.12,42.4,0,40.28,73
1577862240,01.01.2020 08:04:00,0,0,4.87,2.2,2.67,0,73
1577862300,01.01.2020 08:05:00,0,0,2.4,0.78,1.62,0,73
1577862420,01.01.2020 08:07:00,0,0,5.37,1.83,3.54,0,73
1577862480,01.01.2020 08:08:00,0,0,3.22,0.88,2.34,0,73
1577862540,01.01.2020 08:09:00,0,3.03,4.58,0.73,0.82,0,73
1577862600,01.01.2020 08:10:00,0,3.33,3.7,0.8,0,0.43,73
1577862660,01.01.2020 08:11:00,0,3.33,3.5,0.83,0,0.66,73
1577862780,01.01.2020 08:13:00,0,0,7.73,6.67,1.06,0,73
1577862840,01.01.2020 08:14:00,0,0,4.4,9.62,0,5.22,73
1577862960,01.01.2020 08:16:00,0,0,6.7,27.43,0,20.73,73
1577863140,01.01.2020 08:19:00,0,0,8.1,41,0,32.9,73
1577863320,01.01.2020 08:22:00,0,0,7.25,43.55,0,36.3,73
1577863380,01.01.2020 08:23:00,0,0,2.52,14.85,0,12.33,73
1577863500,01.01.2020 08:25:00,0,0,6.43,66.03,0,59.6,73
1577863560,01.01.2020 08:26:00,0,0,3.05,32.68,0,29.63,73
1577863680,01.01.2020 08:28:00,0,0,6.37,27.03,0,20.66,73
1577863860,01.01.2020 08:31:00,0,0,10.6,40.5,0,29.9,73
1577863920,01.01.2020 08:32:00,0,0,3.78,13.43,0,9.65,73
1577863980,01.01.2020 08:33:00,0,0,4.42,13.35,0,8.93,73
1577864100,01.01.2020 08:35:00,0,0,11.87,26.47,0,14.6,73
1577864160,01.01.2020 08:36:00,0,0,6.4,13.13,0,6.73,73
1577864220,01.01.2020 08:37:00,0,0,5.62,12.53,0,6.91,73
1577864340,01.01.2020 08:39:00,0,1.57,15.5,11.17,2.76,0,73
1577864400,01.01.2020 08:40:00,0,3.33,6.2,1.57,1.3,0,73
1577864460,01.01.2020 08:41:00,0,1.5,4.3,1.78,1.02,0,73
1577864580,01.01.2020 08:43:00,0,6.67,14.27,3.6,4,0,73
1577865180,01.01.2020 08:53:00,0,6.47,40.73,58.47,0,24.21,75
1577865240,01.01.2020 08:54:00,0,0,9.42,11.87,0,2.45,75
1577865300,01.01.2020 08:55:00,0,3.78,9.07,0.43,4.86,0,75
1577865360,01.01.2020 08:56:00,0,5,9.17,1.38,2.79,0,75
1577865480,01.01.2020 08:58:00,0,9.07,16.17,2.83,4.27,0,75
1577865540,01.01.2020 08:59:00,0,4.12,8.22,1.4,2.7,0,75
1577865660,01.01.2020 09:01:00,0,7.73,13.5,38.77,0,33,75
1577865720,01.01.2020 09:02:00,0,3.97,6.23,26.28,0,24.02,75
1577865840,01.01.2020 09:04:00,0,9.83,12.17,3.27,0,0.93,75
1577865900,01.01.2020 09:05:00,0,3.75,5.52,1.7,0.07,0,75
1577866020,01.01.2020 09:07:00,0,6.67,10.27,3.43,0.17,0,75
1577866080,01.01.2020 09:08:00,0,3.45,4.88,1.8,0,0.37,75
1577866260,01.01.2020 09:11:00,0,15,6.8,20.65,0,28.85,75
