### UNIX-Timestamp, Date/Time, Discharge(Wh), Charge(Wh), Production(Wh), Consumption(Wh), Feed-in(Wh), From grid(Wh), State of Charge(%)
1577357640,26.12.2019 11:54:00,0,15.33,19.05,0,3.72,0,76
1577357700,26.12.2019 11:55:00,0,15.3,19.02,0,3.72,0,76
1577357940,26.12.2019 11:59:00,0,66.2,75.8,0,9.6,0,76
1577358000,26.12.2019 12:00:00,0,15.53,18.9,0,3.37,0,76
1577358360,26.12.2019 12:06:00,0,15.83,18.75,0,2.92,0,77
1577358600,26.12.2019 12:10:00,0,60.87,74.93,0,14.06,0,77
1577358660,26.12.2019 12:11:00,0,15.63,18.72,0,3.09,0,78
1577359020,26.12.2019 12:17:00,0,15,18.65,0.6,3.05,0,78
1577359080,26.12.2019 12:18:00,0,15,18.63,0.58,3.05,0,78
1577359140,26.12.2019 12:19:00,0,14.92,18.6,0.6,3.08,0,78
1577359500,26.12.2019 12:25:00,0,15,18.45,0.47,2.98,0,80
1577360580,26.12.2019 12:43:00,0,15.12,17.7,0,2.58,0,81
1577360760,26.12.2019 12:46:00,0,45,52.55,0,7.55,0,81
1577360820,26.12.2019 12:47:00,0,15,17.5,0,2.5,0,82
1577361300,26.12.2019 12:55:00,0,29.27,34.27,33.03,0,28.03,82
1577361360,26.12.2019 12:56:00,0,14.72,17.07,16.47,0,14.12,82
1577361420,26.12.2019 12:57:00,0,14.95,17.03,7.95,0,5.87,82
1577361600,26.12.2019 13:00:00,0,41,50.85,43.4,0,33.55,83
1577361660,26.12.2019 13:01:00,0,14.83,16.87,14.48,0,12.44,83
1577361720,26.12.2019 13:02:00,0,15,16.82,9.75,0,7.93,83
1577361780,26.12.2019 13:03:00,0,15,16.78,0.67,1.11,0,83
1577361840,26.12.2019 13:04:00,0,15,16.73,0.77,0.96,0,83
1577361900,26.12.2019 13:05:00,0,15,16.67,0.73,0.94,0,83
1577361960,26.12.2019 13:06:00,0,15,16.62,0.65,0.97,0,83
1577362380,26.12.2019 13:13:00,0,15,16.23,1.52,0,0.29,84
1577362440,26.12.2019 13:14:00,0,15,16.17,0.75,0.42,0,84
1577362620,26.12.2019 13:17:00,0,45,47.9,2.3,0.6,0,84
1577362980,26.12.2019 13:23:00,0,15,15.58,0.7,0,0.12,86
1577363220,26.12.2019 13:27:00,0,59.8,61.47,0,1.67,0,86
1577363280,26.12.2019 13:28:00,0,14.87,15.3,0,0.43,0,86
1577363460,26.12.2019 13:31:00,0,44.65,45.25,0,0.6,0,86
1577363520,26.12.2019 13:32:00,0,14.47,15,0,0.53,0,86
1577363580,26.12.2019 13:33:00,0,14.87,14.92,0,0.05,0,87
1577363640,26.12.2019 13:34:00,0,15,14.87,0,0,0.13,87
1577364000,26.12.2019 13:40:00,0,15,14.38,0,0,0.62,87
1577364060,26.12.2019 13:41:00,0,15,14.28,0,0,0.72,87
1577364120,26.12.2019 13:42:00,0,15,14.23,0,0,0.77,87
1577364480,26.12.2019 13:48:00,0,15,13.77,0,0,1.23,88
1577364540,26.12.2019 13:49:00,0,15,13.68,0,0,1.32,88
1577364720,26.12.2019 13:52:00,0,44.1,40.4,0,0,3.7,88
1577364840,26.12.2019 13:54:00,0,30.6,26.7,1.1,0,5,89
1577365080,26.12.2019 13:58:00,0,60,52.07,12.53,0,20.46,89
1577365440,26.12.2019 14:04:00,0,15.05,12.48,1.12,0,3.69,90
1577365560,26.12.2019 14:06:00,0,30.33,24.63,5.93,0,11.63,90
1577365620,26.12.2019 14:07:00,0,15.13,12.22,3.3,0,6.21,90
1577365680,26.12.2019 14:08:00,0,15.28,12.13,3.28,0,6.43,90
1577366100,26.12.2019 14:15:00,0,33.33,23.07,18.1,0,28.36,92
1577366160,26.12.2019 14:16:00,0,16.12,11.47,11.37,0,16.02,92
1577366220,26.12.2019 14:17:00,0,15.97,11.37,8.07,0,12.67,92
1577366280,26.12.2019 14:18:00,0,15.38,11.28,0.35,0,4.45,92
1577366340,26.12.2019 14:19:00,0,16.2,11.18,0.68,0,5.7,93
1577366400,26.12.2019 14:20:00,0,15.37,11.12,21.2,0,25.45,93
1577366460,26.12.2019 14:21:00,0,16.22,11.02,0.13,0,5.33,93
1577366580,26.12.2019 14:23:00,0,30.43,21.67,27.87,0,36.63,93
1577366640,26.12.2019 14:24:00,0,15.13,10.73,14.98,0,19.38,93
1577366760,26.12.2019 14:26:00,0,36.9,21.13,2.03,0,17.8,93
1577366820,26.12.2019 14:27:00,0,21.67,10.47,1.23,0,12.43,93
1577366940,26.12.2019 14:29:00,0,44.27,20.57,2.77,0,26.47,93
1577367000,26.12.2019 14:30:00,0,21.88,10.2,1.63,0,13.31,93
1577367120,26.12.2019 14:32:00,0,45.27,20.03,30.13,0,55.37,93
1577367180,26.12.2019 14:33:00,0,22.12,9.92,15.2,0,27.4,93
1577367240,26.12.2019 14:34:00,0,22.12,9.82,15.48,0,27.78,93
1577367360,26.12.2019 14:36:00,0,55.5,19.2,3.23,0,39.53,93
1577367480,26.12.2019 14:38:00,0,43.33,18.83,36.87,0,61.37,93
1577367540,26.12.2019 14:39:00,0,21.72,9.32,18.45,0,30.85,93
1577367600,26.12.2019 14:40:00,0,23.12,9.22,18.4,0,32.3,93
1577367720,26.12.2019 14:42:00,0,43.33,18.03,36.8,0,62.1,93
1577367780,26.12.2019 14:43:00,0,22,8.93,18.45,0,31.52,93
1577367960,26.12.2019 14:46:00,0,32.65,25.9,12.95,0,19.7,96
1577368020,26.12.2019 14:47:00,0,9.8,8.53,8.8,0,10.07,96
1577368080,26.12.2019 14:48:00,0,11.03,8.43,2.9,0,5.5,96
1577368140,26.12.2019 14:49:00,0,10.08,8.33,7.42,0,9.17,96
1577368200,26.12.2019 14:50:00,0,5.83,8.25,6.83,0,4.41,100
1577368260,26.12.2019 14:51:00,0,0,8.15,2.92,5.23,0,100
1577368320,26.12.2019 14:52:00,0,0,8.03,6.88,1.15,0,100
1577368380,26.12.2019 14:53:00,0,0,7.93,6.88,1.05,0,100
1577368440,26.12.2019 14:54:00,0,0,7.83,2.92,4.91,0,100
1577368500,26.12.2019 14:55:00,0,0,7.73,2.92,4.81,0,100
1577368560,26.12.2019 14:56:00,0,0,7.63,7.43,0.2,0,100
1577368800,26.12.2019 15:00:00,0,0,29,10.73,18.27,0,100
1577368860,26.12.2019 15:01:00,0,0,7.15,2.7,4.45,0,100
1577369040,26.12.2019 15:04:00,0,0,20.6,4.95,15.65,0,100
1577369100,26.12.2019 15:05:00,0,0,6.75,1.65,5.1,0,100
1577369220,26.12.2019 15:07:00,0,0,13.17,3.6,9.57,0,100
1577369400,26.12.2019 15:10:00,0,0,18.85,4.55,14.3,0,100
1577369580,26.12.2019 15:13:00,0,0,17.9,4.5,13.4,0,100
1577369760,26.12.2019 15:16:00,0,0,17.15,3.9,13.25,0,100
1577369880,26.12.2019 15:18:00,0,0,11.03,1.93,9.1,0,100
1577369940,26.12.2019 15:19:00,0,0,5.38,0.98,4.4,0,100
1577370060,26.12.2019 15:21:00,0,0,10.23,1.97,8.26,0,100
1577370120,26.12.2019 15:22:00,0,0,5,1,4,0,100
1577370240,26.12.2019 15:24:00,0,0,9.63,1.97,7.66,0,100
1577370300,26.12.2019 15:25:00,0,0,4.72,1,3.72,0,100
1577370540,26.12.2019 15:29:00,0,0,17.47,7.73,9.74,0,100
1577370660,26.12.2019 15:31:00,0,0,8.37,4.47,3.9,0,100
1577370720,26.12.2019 15:32:00,0,0,4.1,2.27,1.83,0,100
1577370780,26.12.2019 15:33:00,0,0,4,2.27,1.73,0,100
1577370840,26.12.2019 15:34:00,0,0,3.65,2.05,1.6,0,100
1577370960,26.12.2019 15:36:00,0,0,7.47,4.27,3.2,0,100
1577371080,26.12.2019 15:38:00,0,0,7.1,4.33,2.77,0,100
1577371140,26.12.2019 15:39:00,0,0,3.47,2.15,1.32,0,100
1577371200,26.12.2019 15:40:00,0,0,3.38,2.15,1.23,0,100
1577371260,26.12.2019 15:41:00,0,0,3.3,2.15,1.15,0,100
1577371320,26.12.2019 15:42:00,0,0,3.22,2.15,1.07,0,100
1577371380,26.12.2019 15:43:00,0,0,3.13,2.22,0.91,0,100
1577371500,26.12.2019 15:45:00,0,0,5.87,4.33,1.54,0,100
1577371560,26.12.2019 15:46:00,0,0,2.87,2.23,0.64,0,100
1577371620,26.12.2019 15:47:00,0,0,2.75,2.18,0.57,0,100
1577371680,26.12.2019 15:48:00,0,0,2.67,2.22,0.45,0,100
1577371800,26.12.2019 15:50:00,0,0,4.97,4.6,0.37,0,100
1577371860,26.12.2019 15:51:00,0,0,2.53,2.28,0.25,0,100
1577372220,26.12.2019 15:57:00,0,0,2.07,1.53,0.54,0,100
1577372400,26.12.2019 16:00:00,0,0,5.5,4.2,1.3,0,100
1577372460,26.12.2019 16:01:00,0,0,1.8,1.28,0.52,0,100
1577372580,26.12.2019 16:03:00,0,0,3.37,3.57,0,0.2,100
1577372640,26.12.2019 16:04:00,0,0,1.63,2.13,0,0.5,100
1577372700,26.12.2019 16:05:00,0,0,1.58,2.33,0,0.75,100
1577372760,26.12.2019 16:06:00,0,0,1.55,4.37,0,2.82,100
1577372820,26.12.2019 16:07:00,0,0,1.5,4.47,0,2.97,100
1577372880,26.12.2019 16:08:00,0,0,1.42,3.32,0,1.9,100
1577372940,26.12.2019 16:09:00,0,0,1.4,3.32,0,1.92,100
1577373060,26.12.2019 16:11:00,0,0,2.7,6.7,0,4,100
1577373120,26.12.2019 16:12:00,0,0,1.28,2.7,0,1.42,100
1577373480,26.12.2019 16:18:00,0,0,1.08,2.4,0,1.32,100
1577373540,26.12.2019 16:19:00,0,0,0.98,2.3,0,1.32,100
1577373600,26.12.2019 16:20:00,0,0,1.03,2.52,0,1.49,100
1577373960,26.12.2019 16:26:00,0,0,0.88,2.45,0,1.57,100
1577374020,26.12.2019 16:27:00,0,0,0.87,2.35,0,1.48,100
1577374080,26.12.2019 16:28:00,0,0,0.82,12.32,0,11.5,100
1577374140,26.12.2019 16:29:00,12.37,0,0.82,22.78,0,9.59,100
1577374260,26.12.2019 16:31:00,35.23,0,1.67,35,1.9,0,100
1577374440,26.12.2019 16:34:00,24.1,0,2.3,19.15,7.25,0,99
1577374500,26.12.2019 16:35:00,6.95,0,0.73,6.42,1.26,0,99
1577374560,26.12.2019 16:36:00,6.7,0,0.73,6.4,1.03,0,99
1577374680,26.12.2019 16:38:00,13.33,0,1.3,12.73,1.9,0,99
1577374740,26.12.2019 16:39:00,18.5,0,0.7,24.28,0,5.08,99
1577374800,26.12.2019 16:40:00,25.03,0,0.62,24.17,1.48,0,99
1577375160,26.12.2019 16:46:00,5.95,0,0.53,6.62,0,0.14,98
1577375400,26.12.2019 16:50:00,0,0,2,10.53,0,8.53,98
1577375460,26.12.2019 16:51:00,0,0,0.47,2.6,0,2.13,98
1577376000,26.12.2019 17:00:00,26.67,0,1.53,18.93,9.27,0,98
1577376060,26.12.2019 17:01:00,6.67,0,0.38,4.8,2.25,0,98
1577376120,26.12.2019 17:02:00,6.67,0,0.37,5.4,1.64,0,98
1577376180,26.12.2019 17:03:00,7.53,0,0.35,5.28,2.6,0,98
1577376240,26.12.2019 17:04:00,7.28,0,0.35,4.82,2.81,0,98
1577376300,26.12.2019 17:05:00,7.47,0,0.35,4.83,2.99,0,96
1577376360,26.12.2019 17:06:00,7.88,0,0.35,4.85,3.38,0,96
1577376420,26.12.2019 17:07:00,7.62,0,0.35,4.82,3.15,0,96
1577376540,26.12.2019 17:09:00,13.33,0,0.7,9.57,4.46,0,96
1577376600,26.12.2019 17:10:00,9.95,0,0.35,4.8,5.5,0,96
1577376720,26.12.2019 17:12:00,28.93,0,0.63,25.77,3.79,0,96
1577376780,26.12.2019 17:13:00,6.55,0,0.35,5.1,1.8,0,96
1577376960,26.12.2019 17:16:00,23.35,0,1.05,15.05,9.35,0,95
1577377020,26.12.2019 17:17:00,7.83,0,0.35,4.98,3.2,0,95
1577377080,26.12.2019 17:18:00,7.25,0,0.35,4.95,2.65,0,95
1577377320,26.12.2019 17:22:00,41.2,0,1.4,12.87,29.73,0,95
1577377560,26.12.2019 17:26:00,39.8,0,1.4,15.47,25.73,0,95
1577377980,26.12.2019 17:33:00,10.2,0,0.35,3.18,7.37,0,94
1577378100,26.12.2019 17:35:00,19.93,0,0.7,6.37,14.26,0,94
1577378160,26.12.2019 17:36:00,9.7,0,0.35,3.22,6.83,0,94
1577378220,26.12.2019 17:37:00,9.75,0,0.35,3.18,6.92,0,94
1577378280,26.12.2019 17:38:00,9.67,0,0.35,3.3,6.72,0,93
1577378640,26.12.2019 17:44:00,9.58,0,0.35,4.75,5.18,0,93
1577378700,26.12.2019 17:45:00,9.88,0,0.37,4.78,5.47,0,93
1577378760,26.12.2019 17:46:00,7.88,0,0.35,4.75,3.48,0,93
1577378820,26.12.2019 17:47:00,6.75,0,0.35,4.5,2.6,0,93
1577379000,26.12.2019 17:50:00,20,0,1.1,13.5,7.6,0,93
1577379060,26.12.2019 17:51:00,6.67,0,0.35,4.5,2.52,0,92
1577379180,26.12.2019 17:53:00,13.4,0,0.7,8.93,5.17,0,92
1577379240,26.12.2019 17:54:00,6.67,0,0.35,4.33,2.69,0,92
1577379300,26.12.2019 17:55:00,6.83,0,0.35,4.38,2.8,0,92
1577379360,26.12.2019 17:56:00,6.67,0,0.35,4.43,2.59,0,92
1577379420,26.12.2019 17:57:00,7.03,0,0.35,4.63,2.75,0,92
1577379480,26.12.2019 17:58:00,6.67,0,0.35,5.35,1.67,0,92
1577379540,26.12.2019 17:59:00,6.75,0,0.35,5.67,1.43,0,92
1577379780,26.12.2019 18:03:00,30.47,0,1.4,18.93,12.94,0,92
1577379840,26.12.2019 18:04:00,7.47,0,0.35,4.73,3.09,0,90
1577380080,26.12.2019 18:08:00,26.87,0,1.4,18.87,9.4,0,90
1577380320,26.12.2019 18:12:00,27.8,0,1.4,18.8,10.4,0,90
1577380380,26.12.2019 18:13:00,6.7,0,0.35,4.7,2.35,0,90
1577380440,26.12.2019 18:14:00,6.67,0,0.35,4.7,2.32,0,90
1577380680,26.12.2019 18:18:00,26.67,0,1.4,18.47,9.6,0,89
1577380800,26.12.2019 18:20:00,13.6,0,0.7,9.23,5.07,0,89
1577380920,26.12.2019 18:22:00,13.83,0,0.7,9.13,5.4,0,89
1577381040,26.12.2019 18:24:00,14.83,0,0.7,6.97,8.56,0,89
1577381100,26.12.2019 18:25:00,7,0,0.35,3.52,3.83,0,89
1577381220,26.12.2019 18:27:00,13.33,0,0.7,6.9,7.13,0,89
1577381280,26.12.2019 18:28:00,6.95,0,0.35,3.47,3.83,0,89
1577381400,26.12.2019 18:30:00,12.6,0,0.7,6.73,6.57,0,88
1577381460,26.12.2019 18:31:00,6.67,0,0.35,3.47,3.55,0,88
1577382360,26.12.2019 18:46:00,29.9,0,1.1,10.4,20.6,0,87
1577382540,26.12.2019 18:49:00,30.4,0,1.1,13.15,18.35,0,87
1577382660,26.12.2019 18:51:00,20.27,0,0.73,9.3,11.7,0,87
1577382780,26.12.2019 18:53:00,20.57,0,0.73,9.3,12,0,87
1577382840,26.12.2019 18:54:00,10.63,0,0.37,4.67,6.33,0,86
1577382900,26.12.2019 18:55:00,10.8,0,0.37,4.65,6.52,0,86
1577382960,26.12.2019 18:56:00,10.83,0,0.37,4.7,6.5,0,86
1577383020,26.12.2019 18:57:00,10.78,0,0.37,4.65,6.5,0,86
1577383080,26.12.2019 18:58:00,10.47,0,0.37,4.67,6.17,0,86
1577383200,26.12.2019 19:00:00,21.07,0,0.7,9.33,12.44,0,86
1577383260,26.12.2019 19:01:00,10,0,0.37,4.68,5.69,0,86
1577383380,26.12.2019 19:03:00,20,0,0.73,9.37,11.36,0,86
1577383440,26.12.2019 19:04:00,10,0,0.37,4.68,5.69,0,84
1577383500,26.12.2019 19:05:00,10.08,0,0.37,4.63,5.82,0,84
1577383560,26.12.2019 19:06:00,10.08,0,0.37,4.7,5.75,0,84
1577383620,26.12.2019 19:07:00,8.63,0,0.37,5.65,3.35,0,84
1577383680,26.12.2019 19:08:00,7.22,0,0.35,5.95,1.62,0,84
1577383860,26.12.2019 19:11:00,20.6,0,1.05,16.65,5,0,84
1577384040,26.12.2019 19:14:00,20,0,1.1,11.7,9.4,0,84
1577384400,26.12.2019 19:20:00,10.17,0,0.37,3.73,6.81,0,83
1577384460,26.12.2019 19:21:00,10.53,0,0.37,3.77,7.13,0,83
1577384640,26.12.2019 19:24:00,30.65,0,1.1,11.25,20.5,0,83
1577384700,26.12.2019 19:25:00,10.58,0,0.37,3.75,7.2,0,83
1577384760,26.12.2019 19:26:00,10.87,0,0.37,3.75,7.49,0,83
1577384820,26.12.2019 19:27:00,11.22,0,0.37,3.75,7.84,0,82
1577384880,26.12.2019 19:28:00,10.83,0,0.37,3.75,7.45,0,82
1577384940,26.12.2019 19:29:00,10.45,0,0.37,3.73,7.09,0,82
1577385060,26.12.2019 19:31:00,19.73,0,0.73,7.47,12.99,0,82
1577385120,26.12.2019 19:32:00,10,0,0.37,3.75,6.62,0,82
1577385540,26.12.2019 19:39:00,10.38,0,0.35,3.4,7.33,0,81
1577385600,26.12.2019 19:40:00,7.2,0,0.1,1.77,5.53,0,81
1577385660,26.12.2019 19:41:00,1.33,0,0.37,3.37,0,1.67,81
1577385720,26.12.2019 19:42:00,6.72,0,0.35,3.55,3.52,0,81
1577385780,26.12.2019 19:43:00,7.03,0,0.35,3.63,3.75,0,81
1577385900,26.12.2019 19:45:00,14.23,0,0.73,8.4,6.56,0,81
1577385960,26.12.2019 19:46:00,7.17,0,0.37,5.67,1.87,0,81
1577386080,26.12.2019 19:48:00,30.27,0,0.73,30.67,0.33,0,81
1577386140,26.12.2019 19:49:00,12.95,0,0.37,14.57,0,1.25,81
1577386200,26.12.2019 19:50:00,13.22,0,0.37,14.43,0,0.84,80
1577386260,26.12.2019 19:51:00,12.17,0,0.37,14.4,0,1.86,80
1577386320,26.12.2019 19:52:00,12.25,0,0.37,14.37,0,1.75,80
1577386380,26.12.2019 19:53:00,12.13,0,0.37,14.37,0,1.87,80
1577386440,26.12.2019 19:54:00,12.42,0,0.37,14.33,0,1.54,80
1577386680,26.12.2019 19:58:00,47.87,0,1.47,55.93,0,6.59,80
1577386740,26.12.2019 19:59:00,12.12,0,0.37,13.23,0,0.74,78
1577386860,26.12.2019 20:01:00,25.33,0,0.73,26.43,0,0.37,78
1577386920,26.12.2019 20:02:00,11.97,0,0.37,13.23,0,0.89,78
1577387280,26.12.2019 20:08:00,0,0,0.37,1.7,0,1.33,78
1577387460,26.12.2019 20:11:00,1.85,0,1.1,8.95,0,6,78
1577387820,26.12.2019 20:17:00,0,0,0.35,1.7,0,1.35,78
1577388000,26.12.2019 20:20:00,0,0,1.05,5.1,0,4.05,78
1577388360,26.12.2019 20:26:00,10,0,0.37,3.72,6.65,0,77
1577388600,26.12.2019 20:30:00,43,0,1.4,16.07,28.33,0,77
1577388660,26.12.2019 20:31:00,10.2,0,0.37,4.05,6.52,0,77
1577389020,26.12.2019 20:37:00,10.92,0,0.35,4,7.27,0,76
1577389080,26.12.2019 20:38:00,10.17,0,0.35,4,6.52,0,76
1577389140,26.12.2019 20:39:00,10.53,0,0.35,3.95,6.93,0,76
1577389200,26.12.2019 20:40:00,10,0,0.35,3.95,6.4,0,76
1577389260,26.12.2019 20:41:00,10,0,0.35,3.92,6.43,0,76
1577389320,26.12.2019 20:42:00,4.83,0,0.32,3.47,1.68,0,76
1577389380,26.12.2019 20:43:00,6.38,0,0.37,3.9,2.85,0,76
1577389440,26.12.2019 20:44:00,8.08,0,0.37,3.9,4.55,0,76
1577389560,26.12.2019 20:46:00,8.1,0,0.7,5.73,3.07,0,76
1577389620,26.12.2019 20:47:00,0,0,0.37,2.87,0,2.5,76
1577389680,26.12.2019 20:48:00,0,0,0.37,2.85,0,2.48,76
1577389740,26.12.2019 20:49:00,0,0,0.35,2.85,0,2.5,76
1577389800,26.12.2019 20:50:00,0,0,0.37,2.83,0,2.46,76
1577389860,26.12.2019 20:51:00,0,0,0.37,2.85,0,2.48,76
1577389920,26.12.2019 20:52:00,0,0,0.35,2.83,0,2.48,76
1577389980,26.12.2019 20:53:00,0,0,0.35,2.83,0,2.48,76
1577390040,26.12.2019 20:54:00,0,0,0.35,2.85,0,2.5,76
1577390160,26.12.2019 20:56:00,0,0,0.7,4.9,0,4.2,76
1577390400,26.12.2019 21:00:00,0,0,1.4,7.13,0,5.73,76
1577390520,26.12.2019 21:02:00,0,0,0.7,4.53,0,3.83,76
1577390580,26.12.2019 21:03:00,0,0,0.35,2.27,0,1.92,76
1577391120,26.12.2019 21:12:00,13.25,0,0.37,14.27,0,0.65,75
1577391180,26.12.2019 21:13:00,13.33,0,0.35,14.73,0,1.05,75
1577391240,26.12.2019 21:14:00,13.38,0,0.37,14.83,0,1.08,75
1577391300,26.12.2019 21:15:00,14.22,0,0.37,14.97,0,0.38,75
1577391360,26.12.2019 21:16:00,13.53,0,0.37,14.95,0,1.05,75
1577391480,26.12.2019 21:18:00,28.33,0,0.7,29.87,0,0.84,75
1577391540,26.12.2019 21:19:00,13.22,0,0.37,14.9,0,1.31,75
1577391600,26.12.2019 21:20:00,13.55,0,0.37,14.92,0,1,73
1577391660,26.12.2019 21:21:00,13.58,0,0.37,14.88,0,0.93,73
1577391720,26.12.2019 21:22:00,13.62,0,0.35,14.88,0,0.91,73
1577391780,26.12.2019 21:23:00,13.78,0,0.37,14.88,0,0.73,73
1577391840,26.12.2019 21:24:00,13.7,0,0.35,14.88,0,0.83,73
1577391900,26.12.2019 21:25:00,13.5,0,0.35,14.83,0,0.98,73
1577392080,26.12.2019 21:28:00,40.1,0,1.05,44.35,0,3.2,73
1577392140,26.12.2019 21:29:00,13.28,0,0.35,14.78,0,1.15,73
1577392260,26.12.2019 21:31:00,26.17,0,0.73,27.93,0,1.03,72
1577392320,26.12.2019 21:32:00,7.95,0,0.32,10.5,0,2.23,72
1577392560,26.12.2019 21:36:00,0,0,1.4,8.47,0,7.07,72
1577392620,26.12.2019 21:37:00,0,0,0.35,2.02,0,1.67,72
1577393100,26.12.2019 21:45:00,0,0,0.37,1.5,0,1.13,72
1577393460,26.12.2019 21:51:00,0,0,0.35,1.47,0,1.12,72
1577393520,26.12.2019 21:52:00,0,0,0.35,1.47,0,1.12,72
1577393580,26.12.2019 21:53:00,0,0,0.35,1.47,0,1.12,72
1577393640,26.12.2019 21:54:00,0,0,0.35,1.47,0,1.12,72
1577393880,26.12.2019 21:58:00,0,0,1.4,6.27,0,4.87,72
1577393940,26.12.2019 21:59:00,0,0,0.35,2.07,0,1.72,72
1577394120,26.12.2019 22:02:00,0,0,1.05,7.75,0,6.7,72
1577394180,26.12.2019 22:03:00,0,0,0.35,2.6,0,2.25,72
1577394300,26.12.2019 22:05:00,0,0,0.7,5.23,0,4.53,72
1577394360,26.12.2019 22:06:00,0,0,0.35,2.63,0,2.28,72
1577394540,26.12.2019 22:09:00,0,0,1.05,7.9,0,6.85,72
1577394600,26.12.2019 22:10:00,0,0,0.35,2.62,0,2.27,72
1577394660,26.12.2019 22:11:00,0,0,0.37,2.57,0,2.2,72
1577394720,26.12.2019 22:12:00,0,0,0.35,2.57,0,2.22,72
1577394840,26.12.2019 22:14:00,0,0,0.7,5.1,0,4.4,72
1577394900,26.12.2019 22:15:00,0,0,0.35,2.52,0,2.17,72
1577394960,26.12.2019 22:16:00,0,0,0.35,2.53,0,2.18,72
1577395020,26.12.2019 22:17:00,0,0,0.35,2.5,0,2.15,72
1577395440,26.12.2019 22:24:00,0,0,0.35,1.67,0,1.32,72
1577395620,26.12.2019 22:27:00,0,0,1.05,3.8,0,2.75,72
1577395680,26.12.2019 22:28:00,0,0,0.35,1.27,0,0.92,72
1577395920,26.12.2019 22:32:00,0,0,1.4,5.13,0,3.73,72
1577395980,26.12.2019 22:33:00,0,0,0.35,1.25,0,0.9,72
1577396100,26.12.2019 22:35:00,0,0,0.7,2.5,0,1.8,72
1577396160,26.12.2019 22:36:00,0,0,0.33,1.23,0,0.9,72
1577396340,26.12.2019 22:39:00,0,0,1.05,3.65,0,2.6,72
1577396460,26.12.2019 22:41:00,0,0,0.7,2.37,0,1.67,72
1577396520,26.12.2019 22:42:00,0,0,0.35,1.17,0,0.82,72
1577396640,26.12.2019 22:44:00,0,0,0.7,2.33,0,1.63,72
1577396700,26.12.2019 22:45:00,0,0,0.35,1.35,0,1,72
1577396760,26.12.2019 22:46:00,0,0,0.35,1.87,0,1.52,72
1577396820,26.12.2019 22:47:00,0,0,0.35,2.05,0,1.7,72
1577397000,26.12.2019 22:50:00,0,0,1.05,6.95,0,5.9,72
1577397060,26.12.2019 22:51:00,0,0,0.35,2.33,0,1.98,72
1577397120,26.12.2019 22:52:00,0,0,0.35,2.28,0,1.93,72
1577397180,26.12.2019 22:53:00,0,0,0.35,2.32,0,1.97,72
1577397240,26.12.2019 22:54:00,0,0,0.35,2.28,0,1.93,72
1577397360,26.12.2019 22:56:00,0,0,0.67,4.57,0,3.9,72
1577397420,26.12.2019 22:57:00,0,0,0.35,2.27,0,1.92,72
1577397480,26.12.2019 22:58:00,0,0,0.35,2.23,0,1.88,72
1577397540,26.12.2019 22:59:00,0,0,0.35,2.2,0,1.85,72
1577397600,26.12.2019 23:00:00,0,0,0.35,2.2,0,1.85,72
1577397660,26.12.2019 23:01:00,0,0,0.35,2.17,0,1.82,72
1577398080,26.12.2019 23:08:00,0,0,0.7,2.23,0,1.53,72
1577398260,26.12.2019 23:11:00,0,0,1.05,3.35,0,2.3,72
1577398320,26.12.2019 23:12:00,0,0,0.35,1.12,0,0.77,72
1577398440,26.12.2019 23:14:00,0,0,0.7,2.2,0,1.5,72
1577398500,26.12.2019 23:15:00,0,0,0.35,1.12,0,0.77,72
1577398560,26.12.2019 23:16:00,0,0,0.35,1.12,0,0.77,72
1577398620,26.12.2019 23:17:00,0,0,0.35,1.13,0,0.78,72
1577398680,26.12.2019 23:18:00,0,0,0.35,1.12,0,0.77,72
1577398860,26.12.2019 23:21:00,0,0,1.05,3.35,0,2.3,72
1577398920,26.12.2019 23:22:00,0,0,0.35,1.1,0,0.75,72
1577399160,26.12.2019 23:26:00,0,0,1.4,4.4,0,3,72
1577399280,26.12.2019 23:28:00,0,0,0.7,2.17,0,1.47,72
1577399340,26.12.2019 23:29:00,0,0,0.35,1.1,0,0.75,72
1577399580,26.12.2019 23:33:00,0,0,1.4,7.47,0,6.07,72
1577399640,26.12.2019 23:34:00,0,0,0.35,2.03,0,1.68,72
1577399700,26.12.2019 23:35:00,0,0,0.35,2.17,0,1.82,72
1577399760,26.12.2019 23:36:00,0,0,0.35,2.22,0,1.87,72
1577399820,26.12.2019 23:37:00,0,0,0.35,2.23,0,1.88,72
1577399880,26.12.2019 23:38:00,0,0,0.35,2.22,0,1.87,72
1577399940,26.12.2019 23:39:00,0,0,0.35,2.22,0,1.87,72
1577400000,26.12.2019 23:40:00,0,0,0.35,2.27,0,1.92,72
1577400060,26.12.2019 23:41:00,0,0,0.35,2.27,0,1.92,72
1577400120,26.12.2019 23:42:00,0,0,0.35,2.25,0,1.9,72
1577400240,26.12.2019 23:44:00,0,0,0.7,4.47,0,3.77,72
1577400480,26.12.2019 23:48:00,0,0,1.4,8.53,0,7.13,72
1577400720,26.12.2019 23:52:00,0,0,1.4,4.4,0,3,72
1577400780,26.12.2019 23:53:00,0,0,0.35,1.08,0,0.73,72
1577400900,26.12.2019 23:55:00,0,0,0.7,2.13,0,1.43,72
1577400960,26.12.2019 23:56:00,0,0,0.35,1.07,0,0.72,72
1577401020,26.12.2019 23:57:00,0,0,0.35,1.07,0,0.72,72
1577401080,26.12.2019 23:58:00,0,0,0.35,1.07,0,0.72,72
