"Series";"Time";"Value"
"iot-devices.Temp1";"2019-06-30T23:30:00-07:00";64.58
"iot-devices.Temp1";"2019-07-01T00:00:00-07:00";64.82000000000001
"iot-devices.Temp1";"2019-07-01T00:30:00-07:00";64.85
"iot-devices.Temp1";"2019-07-01T01:00:00-07:00";64.73
"iot-devices.Temp1";"2019-07-01T01:30:00-07:00";64.04
"iot-devices.Temp1";"2019-07-01T02:00:00-07:00";63.080000000000005
"iot-devices.Temp1";"2019-07-01T02:30:00-07:00";62.36000000000001
"iot-devices.Temp1";"2019-07-01T03:00:00-07:00";61.669999999999995
"iot-devices.Temp1";"2019-07-01T03:30:00-07:00";61.52
"iot-devices.Temp1";"2019-07-01T04:00:00-07:00";60.949999999999996
"iot-devices.Temp1";"2019-07-01T04:30:00-07:00";60.47
"iot-devices.Temp1";"2019-07-01T05:00:00-07:00";58.85
"iot-devices.Temp1";"2019-07-01T05:30:00-07:00";58.07
"iot-devices.Temp1";"2019-07-01T06:00:00-07:00";58.129999999999995
"iot-devices.Temp1";"2019-07-01T06:30:00-07:00";59.09
"iot-devices.Temp1";"2019-07-01T07:00:00-07:00";61.54999999999999
"iot-devices.Temp1";"2019-07-01T07:30:00-07:00";65.36000000000001
"iot-devices.Temp1";"2019-07-01T08:00:00-07:00";68.93
"iot-devices.Temp1";"2019-07-01T08:30:00-07:00";72.2
"iot-devices.Temp1";"2019-07-01T09:00:00-07:00";74.63
"iot-devices.Temp1";"2019-07-01T09:30:00-07:00";76.97000000000001
"iot-devices.Temp1";"2019-07-01T10:00:00-07:00";78.71
"iot-devices.Temp1";"2019-07-01T10:30:00-07:00";80.33
"iot-devices.Temp1";"2019-07-01T11:00:00-07:00";81.95
"iot-devices.Temp1";"2019-07-01T11:30:00-07:00";83.3
"iot-devices.Temp1";"2019-07-01T12:00:00-07:00";85.03999999999999
"iot-devices.Temp1";"2019-07-01T12:30:00-07:00";86.60000000000001
"iot-devices.Temp1";"2019-07-01T13:00:00-07:00";88.16000000000001
"iot-devices.Temp1";"2019-07-01T13:30:00-07:00";89.42
"iot-devices.Temp1";"2019-07-01T14:00:00-07:00";90.32000000000001
"iot-devices.Temp1";"2019-07-01T14:30:00-07:00";90.25999999999999
"iot-devices.Temp1";"2019-07-01T15:00:00-07:00";90.53000000000002
"iot-devices.Temp1";"2019-07-01T15:30:00-07:00";90.53000000000002
"iot-devices.Temp1";"2019-07-01T16:00:00-07:00";90.41000000000001
"iot-devices.Temp1";"2019-07-01T16:30:00-07:00";90.17
"iot-devices.Temp1";"2019-07-01T17:00:00-07:00";89.69
"iot-devices.Temp1";"2019-07-01T17:30:00-07:00";89.27
"iot-devices.Temp1";"2019-07-01T18:00:00-07:00";88.43
"iot-devices.Temp1";"2019-07-01T18:30:00-07:00";87.25999999999999
"iot-devices.Temp1";"2019-07-01T19:00:00-07:00";85.13000000000001
"iot-devices.Temp1";"2019-07-01T19:30:00-07:00";82.78999999999999
"iot-devices.Temp1";"2019-07-01T20:00:00-07:00";79.52
"iot-devices.Temp1";"2019-07-01T20:30:00-07:00";76.1
"iot-devices.Temp1";"2019-07-01T21:00:00-07:00";73.07000000000001
"iot-devices.Temp1";"2019-07-01T21:30:00-07:00";71.75
"iot-devices.Temp1";"2019-07-01T22:00:00-07:00";70.13000000000001
"iot-devices.Temp1";"2019-07-01T22:30:00-07:00";67.90999999999998
"iot-devices.Temp1";"2019-07-01T23:00:00-07:00";67.04
"iot-devices.Temp1";"2019-07-01T23:30:00-07:00";65.77999999999999
"iot-devices.Temp1";"2019-07-02T00:00:00-07:00";64.67
"iot-devices.Temp1";"2019-07-02T00:30:00-07:00";63.65
"iot-devices.Temp1";"2019-07-02T01:00:00-07:00";63.10999999999999
"iot-devices.Temp1";"2019-07-02T01:30:00-07:00";62.78000000000001
"iot-devices.Temp1";"2019-07-02T02:00:00-07:00";62.09
"iot-devices.Temp1";"2019-07-02T02:30:00-07:00";61.879999999999995
"iot-devices.Temp1";"2019-07-02T03:00:00-07:00";61.016000000000005
"iot-devices.Temp1";"2019-07-02T03:30:00-07:00";59.81
"iot-devices.Temp1";"2019-07-02T04:00:00-07:00";59.69
"iot-devices.Temp1";"2019-07-02T04:30:00-07:00";59.690000000000005
"iot-devices.Temp1";"2019-07-02T05:00:00-07:00";59.150000000000006
"iot-devices.Temp1";"2019-07-02T05:30:00-07:00";58.91
"iot-devices.Temp1";"2019-07-02T06:00:00-07:00";59.629999999999995
"iot-devices.Temp1";"2019-07-02T06:30:00-07:00";60.919999999999995
"iot-devices.Temp1";"2019-07-02T07:00:00-07:00";62.75000000000001
"iot-devices.Temp1";"2019-07-02T07:30:00-07:00";66.56
"iot-devices.Temp1";"2019-07-02T08:00:00-07:00";70.67
"iot-devices.Temp1";"2019-07-02T08:30:00-07:00";73.55
"iot-devices.Temp1";"2019-07-02T09:00:00-07:00";76.25
"iot-devices.Temp1";"2019-07-02T09:30:00-07:00";77.89999999999999
"iot-devices.Temp1";"2019-07-02T10:00:00-07:00";79.18999999999998
"iot-devices.Temp1";"2019-07-02T10:30:00-07:00";80.27
"iot-devices.Temp1";"2019-07-02T11:00:00-07:00";81.38000000000001
"iot-devices.Temp1";"2019-07-02T11:30:00-07:00";83
"iot-devices.Temp1";"2019-07-02T12:00:00-07:00";85.03999999999999
"iot-devices.Temp1";"2019-07-02T12:30:00-07:00";86.39
"iot-devices.Temp1";"2019-07-02T13:00:00-07:00";87.74000000000001
"iot-devices.Temp1";"2019-07-02T13:30:00-07:00";88.61000000000001
"iot-devices.Temp1";"2019-07-02T14:00:00-07:00";89.36000000000001
"iot-devices.Temp1";"2019-07-02T14:30:00-07:00";89.99
"iot-devices.Temp1";"2019-07-02T15:00:00-07:00";90.46999999999998
"iot-devices.Temp1";"2019-07-02T15:30:00-07:00";90.29
"iot-devices.Temp1";"2019-07-02T16:00:00-07:00";90.21199999999999
"iot-devices.Temp1";"2019-07-02T16:30:00-07:00";90.19999999999999
"iot-devices.Temp1";"2019-07-02T17:00:00-07:00";89.86999999999999
"iot-devices.Temp1";"2019-07-02T17:30:00-07:00";88.19
"iot-devices.Temp1";"2019-07-02T18:00:00-07:00";86.66000000000001
"iot-devices.Temp1";"2019-07-02T18:30:00-07:00";83.96
"iot-devices.Temp1";"2019-07-02T19:00:00-07:00";80.36
"iot-devices.Temp1";"2019-07-02T19:30:00-07:00";77.06
"iot-devices.Temp1";"2019-07-02T20:00:00-07:00";75.28999999999999
"iot-devices.Temp1";"2019-07-02T20:30:00-07:00";73.07000000000001
"iot-devices.Temp1";"2019-07-02T21:00:00-07:00";71.24
"iot-devices.Temp1";"2019-07-02T21:30:00-07:00";69.64999999999999
"iot-devices.Temp1";"2019-07-02T22:00:00-07:00";68.57000000000001
"iot-devices.Temp1";"2019-07-02T22:30:00-07:00";67.19
"iot-devices.Temp1";"2019-07-02T23:00:00-07:00";65.57
"iot-devices.Temp1";"2019-07-02T23:30:00-07:00";63.71
"iot-devices.Temp1";"2019-07-03T00:00:00-07:00";62.84
"iot-devices.Temp1";"2019-07-03T00:30:00-07:00";62.120000000000005
"iot-devices.Temp1";"2019-07-03T01:00:00-07:00";61.78999999999999
"iot-devices.Temp1";"2019-07-03T01:30:00-07:00";61.52
"iot-devices.Temp1";"2019-07-03T02:00:00-07:00";61.49000000000001
"iot-devices.Temp1";"2019-07-03T02:30:00-07:00";60.85999999999999
"iot-devices.Temp1";"2019-07-03T03:00:00-07:00";60.77
"iot-devices.Temp1";"2019-07-03T03:30:00-07:00";60.53
"iot-devices.Temp1";"2019-07-03T04:00:00-07:00";60.23
"iot-devices.Temp1";"2019-07-03T04:30:00-07:00";59.78
"iot-devices.Temp1";"2019-07-03T05:00:00-07:00";59.27
"iot-devices.Temp1";"2019-07-03T05:30:00-07:00";58.79
"iot-devices.Temp1";"2019-07-03T06:00:00-07:00";58.88
"iot-devices.Temp1";"2019-07-03T06:30:00-07:00";59.9
"iot-devices.Temp1";"2019-07-03T07:00:00-07:00";61.64000000000001
"iot-devices.Temp1";"2019-07-03T07:30:00-07:00";64.10000000000001
"iot-devices.Temp1";"2019-07-03T08:00:00-07:00";66.89
"iot-devices.Temp1";"2019-07-03T08:30:00-07:00";69.23
"iot-devices.Temp1";"2019-07-03T09:00:00-07:00";70.91000000000001
"iot-devices.Temp1";"2019-07-03T09:30:00-07:00";73.10000000000001
"iot-devices.Temp1";"2019-07-03T10:00:00-07:00";74.57
"iot-devices.Temp1";"2019-07-03T10:30:00-07:00";76.67
"iot-devices.Temp1";"2019-07-03T11:00:00-07:00";78.97999999999999
"iot-devices.Temp1";"2019-07-03T11:30:00-07:00";80.87
"iot-devices.Temp1";"2019-07-03T12:00:00-07:00";83.06
"iot-devices.Temp1";"2019-07-03T12:30:00-07:00";84.52999999999999
"iot-devices.Temp1";"2019-07-03T13:00:00-07:00";85.79
"iot-devices.Temp1";"2019-07-03T13:30:00-07:00";86.756
"iot-devices.Temp1";"2019-07-03T14:00:00-07:00";87.92
"iot-devices.Temp1";"2019-07-03T14:30:00-07:00";88.82
"iot-devices.Temp1";"2019-07-03T15:00:00-07:00";89.21
"iot-devices.Temp1";"2019-07-03T15:30:00-07:00";89.45
"iot-devices.Temp1";"2019-07-03T16:00:00-07:00";89.27
"iot-devices.Temp1";"2019-07-03T16:30:00-07:00";88.52
"iot-devices.Temp1";"2019-07-03T17:00:00-07:00";88.10000000000001
"iot-devices.Temp1";"2019-07-03T17:30:00-07:00";88.19
"iot-devices.Temp1";"2019-07-03T18:00:00-07:00";87.62
"iot-devices.Temp1";"2019-07-03T18:30:00-07:00";86.81
"iot-devices.Temp1";"2019-07-03T19:00:00-07:00";84.65
"iot-devices.Temp1";"2019-07-03T19:30:00-07:00";81.08
"iot-devices.Temp1";"2019-07-03T20:00:00-07:00";78.65
"iot-devices.Temp1";"2019-07-03T20:30:00-07:00";75.2
"iot-devices.Temp1";"2019-07-03T21:00:00-07:00";72.572
"iot-devices.Temp1";"2019-07-03T21:30:00-07:00";71.60000000000001
"iot-devices.Temp1";"2019-07-03T22:00:00-07:00";70.39999999999999
"iot-devices.Temp1";"2019-07-03T22:30:00-07:00";68.84
"iot-devices.Temp1";"2019-07-03T23:00:00-07:00";67.72999999999999
"iot-devices.Temp1";"2019-07-03T23:30:00-07:00";67.67
"iot-devices.Temp1";"2019-07-04T00:00:00-07:00";67.16
"iot-devices.Temp1";"2019-07-04T00:30:00-07:00";66.25999999999999
"iot-devices.Temp1";"2019-07-04T01:00:00-07:00";64.91000000000001
"iot-devices.Temp1";"2019-07-04T01:30:00-07:00";63.47
"iot-devices.Temp1";"2019-07-04T02:00:00-07:00";61.879999999999995
"iot-devices.Temp1";"2019-07-04T02:30:00-07:00";60.53
"iot-devices.Temp1";"2019-07-04T03:00:00-07:00";59.98999999999999
"iot-devices.Temp1";"2019-07-04T03:30:00-07:00";59.72
"iot-devices.Temp1";"2019-07-04T04:00:00-07:00";59.81
"iot-devices.Temp1";"2019-07-04T04:30:00-07:00";59.300000000000004
"iot-devices.Temp1";"2019-07-04T05:00:00-07:00";58.34
"iot-devices.Temp1";"2019-07-04T05:30:00-07:00";57.830000000000005
"iot-devices.Temp1";"2019-07-04T06:00:00-07:00";58.25
"iot-devices.Temp1";"2019-07-04T06:30:00-07:00";59.06
"iot-devices.Temp1";"2019-07-04T07:00:00-07:00";61.849999999999994
"iot-devices.Temp1";"2019-07-04T07:30:00-07:00";65.57000000000001
"iot-devices.Temp1";"2019-07-04T08:00:00-07:00";69.02000000000001
"iot-devices.Temp1";"2019-07-04T08:30:00-07:00";71.42
"iot-devices.Temp1";"2019-07-04T09:00:00-07:00";73.67000000000002
"iot-devices.Temp1";"2019-07-04T09:30:00-07:00";75.59000000000002
"iot-devices.Temp1";"2019-07-04T10:00:00-07:00";77.24000000000001
"iot-devices.Temp1";"2019-07-04T10:30:00-07:00";78.17
"iot-devices.Temp1";"2019-07-04T11:00:00-07:00";80.24
"iot-devices.Temp1";"2019-07-04T11:30:00-07:00";81.92
"iot-devices.Temp1";"2019-07-04T12:00:00-07:00";84.11
"iot-devices.Temp1";"2019-07-04T12:30:00-07:00";85.61
"iot-devices.Temp1";"2019-07-04T13:00:00-07:00";86.81
"iot-devices.Temp1";"2019-07-04T13:30:00-07:00";88.43
"iot-devices.Temp1";"2019-07-04T14:00:00-07:00";89.39
"iot-devices.Temp1";"2019-07-04T14:30:00-07:00";90.23
"iot-devices.Temp1";"2019-07-04T15:00:00-07:00";91.19
"iot-devices.Temp1";"2019-07-04T15:30:00-07:00";91.43
"iot-devices.Temp1";"2019-07-04T16:00:00-07:00";91.67
"iot-devices.Temp1";"2019-07-04T16:30:00-07:00";91.39999999999999
"iot-devices.Temp1";"2019-07-04T17:00:00-07:00";91.16000000000001
"iot-devices.Temp1";"2019-07-04T17:30:00-07:00";90.47000000000001
"iot-devices.Temp1";"2019-07-04T18:00:00-07:00";89.86999999999999
"iot-devices.Temp1";"2019-07-04T18:30:00-07:00";88.76
"iot-devices.Temp1";"2019-07-04T19:00:00-07:00";87.02
"iot-devices.Temp1";"2019-07-04T19:30:00-07:00";84.53
"iot-devices.Temp1";"2019-07-04T20:00:00-07:00";81.08
"iot-devices.Temp1";"2019-07-04T20:30:00-07:00";76.25
"iot-devices.Temp1";"2019-07-04T21:00:00-07:00";72.77
"iot-devices.Temp1";"2019-07-04T21:30:00-07:00";71.69000000000001
"iot-devices.Temp1";"2019-07-04T22:00:00-07:00";70.96999999999998
"iot-devices.Temp1";"2019-07-04T22:30:00-07:00";70.10000000000001
"iot-devices.Temp1";"2019-07-04T23:00:00-07:00";68.81
"iot-devices.Temp1";"2019-07-04T23:30:00-07:00";68.09
"iot-devices.Temp1";"2019-07-05T00:00:00-07:00";67.42999999999999
"iot-devices.Temp1";"2019-07-05T00:30:00-07:00";67.28
"iot-devices.Temp1";"2019-07-05T01:00:00-07:00";66.74
"iot-devices.Temp1";"2019-07-05T01:30:00-07:00";66.74
"iot-devices.Temp1";"2019-07-05T02:00:00-07:00";66.28999999999999
"iot-devices.Temp1";"2019-07-05T02:30:00-07:00";66.05
"iot-devices.Temp1";"2019-07-05T03:00:00-07:00";65.54
"iot-devices.Temp1";"2019-07-05T03:30:00-07:00";64.34
"iot-devices.Temp1";"2019-07-05T04:00:00-07:00";63.28999999999999
"iot-devices.Temp1";"2019-07-05T04:30:00-07:00";62.9
"iot-devices.Temp1";"2019-07-05T05:00:00-07:00";62.93
"iot-devices.Temp1";"2019-07-05T05:30:00-07:00";62.42000000000001
"iot-devices.Temp1";"2019-07-05T06:00:00-07:00";62.96
