"Series";"Time";"Value"
"iot-devices.Temp1";"2019-06-30T23:30:00-07:00";62.24
"iot-devices.Temp1";"2019-07-01T00:00:00-07:00";62.06
"iot-devices.Temp1";"2019-07-01T00:30:00-07:00";61.26800000000001
"iot-devices.Temp1";"2019-07-01T01:00:00-07:00";61.28
"iot-devices.Temp1";"2019-07-01T01:30:00-07:00";60.65
"iot-devices.Temp1";"2019-07-01T02:00:00-07:00";59.870000000000005
"iot-devices.Temp1";"2019-07-01T02:30:00-07:00";59.39000000000001
"iot-devices.Temp1";"2019-07-01T03:00:00-07:00";58.97
"iot-devices.Temp1";"2019-07-01T03:30:00-07:00";58.4
"iot-devices.Temp1";"2019-07-01T04:00:00-07:00";58.208000000000006
"iot-devices.Temp1";"2019-07-01T04:30:00-07:00";57.92000000000001
"iot-devices.Temp1";"2019-07-01T05:00:00-07:00";56.75
"iot-devices.Temp1";"2019-07-01T05:30:00-07:00";55.28
"iot-devices.Temp1";"2019-07-01T06:00:00-07:00";54.98
"iot-devices.Temp1";"2019-07-01T06:30:00-07:00";55.82
"iot-devices.Temp1";"2019-07-01T07:00:00-07:00";58.19
"iot-devices.Temp1";"2019-07-01T07:30:00-07:00";65.75
"iot-devices.Temp1";"2019-07-01T08:00:00-07:00";70.94
"iot-devices.Temp1";"2019-07-01T08:30:00-07:00";75.88999999999999
"iot-devices.Temp1";"2019-07-01T09:00:00-07:00";80.17999999999999
"iot-devices.Temp1";"2019-07-01T09:30:00-07:00";83.27
"iot-devices.Temp1";"2019-07-01T10:00:00-07:00";85.73
"iot-devices.Temp1";"2019-07-01T10:30:00-07:00";89.24000000000001
"iot-devices.Temp1";"2019-07-01T11:00:00-07:00";91.46
"iot-devices.Temp1";"2019-07-01T11:30:00-07:00";93.2
"iot-devices.Temp1";"2019-07-01T12:00:00-07:00";94.19000000000001
"iot-devices.Temp1";"2019-07-01T12:30:00-07:00";96.5
"iot-devices.Temp1";"2019-07-01T13:00:00-07:00";97.37
"iot-devices.Temp1";"2019-07-01T13:30:00-07:00";98.33
"iot-devices.Temp1";"2019-07-01T14:00:00-07:00";99.34999999999998
"iot-devices.Temp1";"2019-07-01T14:30:00-07:00";99.89
"iot-devices.Temp1";"2019-07-01T15:00:00-07:00";99.01999999999998
"iot-devices.Temp1";"2019-07-01T15:30:00-07:00";98.48
"iot-devices.Temp1";"2019-07-01T16:00:00-07:00";97.52
"iot-devices.Temp1";"2019-07-01T16:30:00-07:00";96.58999999999999
